user_id,abandoned_product_ids,total_cart_adds,total_views,segment,predicted_profit_90_days,risk_flag
U003741,"P000010, P000444",2.0,4.0,General Potential Customer,138.85023693126635,1.0
U006853,"P000101, P000401",2.0,4.0,VVIP Loyal High-Value Customer,142.79555002653072,1.0
U006364,"P001528, P001638",2.0,5.0,General Potential Customer,75.26819642070537,0.0
U003737,"P000310, P001944",2.0,6.0,Dormant High-Value Customer,135.37404807368074,0.0
U006368,"P000103, P000291",2.0,8.0,At-Risk Repeat Customer,163.79089736021575,0.0
U008182,"P000092, P001646",2.0,5.0,General Potential Customer,77.72867253433131,0.0
U008185,"P000235, P000873",2.0,1.0,VVIP Loyal High-Value Customer,148.60306250493798,1.0
U003729,"P001037, P001148",2.0,5.0,General Potential Customer,135.70829759303552,0.0
U006384,"P000235, P000878",2.0,6.0,General Potential Customer,88.67561179582398,0.0
U003721,"P001305, P001609",2.0,4.0,General Potential Customer,185.23053825786468,0.0
U007992,"P000388, P000748",2.0,7.0,General Potential Customer,105.41140758023751,0.0
U008195,"P000895, P001652",2.0,11.0,General Potential Customer,162.19003968064044,0.0
U006387,"P000471, P001768",2.0,7.0,General Potential Customer,83.26705287062813,0.0
U006392,"P001701, P001995",2.0,7.0,Recent New Customer,248.77655235121375,0.0
U003715,"P000967, P001534",2.0,7.0,Recent New Customer,150.41575687350456,0.0
U003711,"P000018, P001325",2.0,3.0,VVIP Loyal High-Value Customer,251.74967736835947,0.0
U006833,"P000801, P001792",2.0,7.0,General Potential Customer,163.9990355072394,0.0
U006831,"P000156, P000401",2.0,12.0,General Potential Customer,146.45678269758136,0.0
U003707,"P000583, P000674",2.0,6.0,General Potential Customer,73.02550728208529,0.0
U006401,"P000509, P001143",2.0,4.0,General Potential Customer,79.29818632790133,0.0
U003703,"P000627, P000934",2.0,6.0,General Potential Customer,135.88085751750185,1.0
U006827,"P001143, P001387",2.0,6.0,General Potential Customer,157.60872617590272,0.0
U003702,"P001113, P001539",2.0,5.0,General Potential Customer,170.24469337493855,0.0
U006410,"P000775, P000834",2.0,5.0,At-Risk Repeat Customer,78.51461333133669,1.0
U003701,"P000941, P001646",2.0,7.0,At-Risk Repeat Customer,158.26296061809188,0.0
U006411,"P000368, P001120",2.0,6.0,General Potential Customer,87.69637627594338,0.0
U003744,"P001012, P001103",2.0,8.0,VVIP Loyal High-Value Customer,138.9120082156599,0.0
U008171,"P000942, P001608",2.0,5.0,General Potential Customer,138.66017149896743,1.0
U003759,"P000398, P001244",2.0,12.0,General Potential Customer,129.12968607908155,0.0
U003798,"P000239, P001162",2.0,5.0,General Potential Customer,75.53291243751768,0.0
U006312,"P000361, P001638",2.0,3.0,General Potential Customer,99.04301781261087,0.0
U003811,"P000116, P001903",2.0,1.0,Dormant High-Value Customer,224.53212178558624,0.0
U008148,"P000614, P001742",2.0,7.0,General Potential Customer,138.9120082156599,0.0
U003809,"P000028, P001278",2.0,4.0,General Potential Customer,138.9120082156599,0.0
U006879,"P001435, P001737",2.0,6.0,General Potential Customer,143.28146644276111,0.0
U006314,"P000596, P001346",2.0,8.0,General Potential Customer,83.80227291405836,0.0
U003805,"P001274, P001523",2.0,2.0,Recent New Customer,155.99351938694065,0.0
U003804,"P001241, P001454",2.0,5.0,General Potential Customer,75.53291243751768,0.0
U006321,"P000454, P001154",2.0,6.0,General Potential Customer,159.33431044114258,0.0
U008150,"P000100, P001289",2.0,8.0,General Potential Customer,65.46171962155503,0.0
U003801,"P000225, P000276",2.0,1.0,VVIP Loyal High-Value Customer,149.92169310373546,0.0
U006877,"P000956, P001435",2.0,9.0,General Potential Customer,84.559363732262,0.0
U008151,"P000203, P001649",2.0,6.0,Dormant High-Value Customer,191.65867807570848,0.0
U003764,"P000671, P001518",2.0,5.0,At-Risk Repeat Customer,145.59279153810903,0.0
U008152,"P000953, P001719",2.0,11.0,At-Risk Repeat Customer,134.9583551297218,1.0
U008157,"P000069, P001838",2.0,6.0,General Potential Customer,170.51666736671802,0.0
U006323,"P001216, P001967",2.0,6.0,General Potential Customer,164.78540812465835,0.0
U006873,"P000268, P000853",2.0,7.0,General Potential Customer,108.6565417375871,0.0
U006337,"P000093, P001714",2.0,5.0,General Potential Customer,86.59910343967158,0.0
U003777,"P000965, P001506",2.0,4.0,General Potential Customer,80.16775324713548,0.0
U006351,"P000248, P000321",2.0,6.0,General Potential Customer,94.01265689532087,0.0
U008159,"P001056, P001914",2.0,8.0,At-Risk Repeat Customer,103.22671640828852,0.0
U006354,"P000389, P001708",2.0,6.0,General Potential Customer,124.49018367489975,0.0
U003774,"P000030, P000660",2.0,8.0,General Potential Customer,69.2346921106012,0.0
U003772,"P000230, P001350",2.0,4.0,Dormant High-Value Customer,73.43622914340003,0.0
U006857,"P000398, P001008",2.0,9.0,VVIP Loyal High-Value Customer,93.25733311304865,0.0
U003694,"P001427, P001510",2.0,4.0,General Potential Customer,182.39690230639263,0.0
U006412,"P000337, P001009",2.0,9.0,General Potential Customer,129.98219649415506,0.0
U006419,"P001810, P001994",2.0,5.0,General Potential Customer,78.79752887225872,0.0
U003591,"P000203, P000718",2.0,5.0,General Potential Customer,228.00164914194255,0.0
U006456,"P000597, P000895",2.0,7.0,VVIP Loyal High-Value Customer,139.89066976646205,0.0
U006461,"P000504, P001024",2.0,9.0,General Potential Customer,181.27993934163638,0.0
U006472,"P000715, P000773",2.0,5.0,General Potential Customer,87.58094315573052,0.0
U006473,"P000018, P000029",2.0,3.0,General Potential Customer,139.70692976814126,0.0
U008240,"P000633, P001669",2.0,10.0,General Potential Customer,67.96546007059655,0.0
U006478,"P000576, P001406",2.0,5.0,General Potential Customer,133.37853008108513,0.0
U008245,"P000610, P001354",2.0,4.0,Dormant High-Value Customer,159.98001996494,0.0
U003598,"P000192, P001426",2.0,3.0,Dormant High-Value Customer,153.1509011562458,1.0
U006482,"P001236, P001939",2.0,6.0,General Potential Customer,86.06336870741947,0.0
U008248,"P000561, P001670",2.0,6.0,General Potential Customer,154.150039558954,0.0
U006486,"P001811, P001896",2.0,4.0,At-Risk Repeat Customer,145.6249421397133,0.0
U008249,"P000262, P000549",2.0,6.0,General Potential Customer,71.80135130160498,0.0
U006808,"P000940, P001289",2.0,4.0,General Potential Customer,180.45358453440295,0.0
U006451,"P001408, P001515",2.0,4.0,General Potential Customer,130.5168043477059,0.0
U003586,"P000603, P001032",2.0,2.0,General Potential Customer,179.21214858467582,1.0
U008263,"P001168, P001327",2.0,6.0,General Potential Customer,104.31990760903163,0.0
U006488,"P001192, P001642",2.0,5.0,General Potential Customer,145.6282008981947,0.0
U008268,"P000575, P001970",2.0,6.0,VVIP Loyal High-Value Customer,143.92195793385022,1.0
U006806,"P000793, P001667",2.0,7.0,General Potential Customer,126.13394534609765,1.0
U003570,"P001298, P001370",2.0,3.0,At-Risk Repeat Customer,149.01669045215772,0.0
U006494,"P000079, P000885",2.0,7.0,General Potential Customer,113.96648213590215,0.0
U008272,"P001199, P001992",2.0,10.0,Dormant High-Value Customer,164.3962499310033,0.0
U006803,"P000956, P001461",2.0,10.0,Dormant High-Value Customer,209.594697975511,0.0
U008278,"P000048, P000954",2.0,5.0,General Potential Customer,74.94859875493498,0.0
U003562,"P000841, P001742",2.0,7.0,At-Risk Repeat Customer,148.01486638235497,0.0
U006497,"P001017, P001400",2.0,3.0,General Potential Customer,118.34117772541097,0.0
U008237,"P001405, P001700",2.0,5.0,General Potential Customer,169.6279552864728,0.0
U006449,"P000323, P001075",2.0,9.0,General Potential Customer,251.40552018224398,0.0
U006421,"P001061, P001101",2.0,4.0,General Potential Customer,184.3174473770237,0.0
U003662,"P000300, P001175",2.0,6.0,General Potential Customer,73.73524436649157,0.0
U008210,"P001072, P001666",2.0,8.0,General Potential Customer,84.64045452836436,0.0
U006422,"P000322, P001646",2.0,6.0,General Potential Customer,77.21184828325866,0.0
U008214,"P000309, P001543",2.0,3.0,General Potential Customer,128.5827557779266,1.0
U003678,"P001636, P001915",2.0,5.0,General Potential Customer,145.33973806939764,0.0
U008216,"P000495, P001934",2.0,7.0,General Potential Customer,82.01975294611425,0.0
U003675,"P000867, P001862",2.0,11.0,General Potential Customer,230.51354711427643,0.0
U008217,"P000365, P000535",2.0,9.0,General Potential Customer,87.68979729707681,0.0
U003670,"P000462, P000625",2.0,5.0,General Potential Customer,144.29070731443213,0.0
U003669,"P001434, P001473",2.0,9.0,VVIP Loyal High-Value Customer,99.3477509949785,0.0
U003668,"P000424, P001167",2.0,6.0,At-Risk Repeat Customer,138.9120082156599,0.0
U006426,"P000810, P000935",2.0,3.0,General Potential Customer,86.53788010242305,0.0
U006818,"P000081, P001374",2.0,8.0,General Potential Customer,70.05173785072171,0.0
U003660,"P000898, P000957",2.0,7.0,Dormant High-Value Customer,190.25154058274921,0.0
U003617,"P000813, P001057",2.0,3.0,Dormant High-Value Customer,219.97112972233163,0.0
U008222,"P000577, P000967",2.0,7.0,General Potential Customer,140.51696353319744,0.0
U008223,"P000095, P001660",2.0,4.0,General Potential Customer,156.9250368156032,0.0
U006431,"P000195, P000457",2.0,7.0,General Potential Customer,86.7860235446229,0.0
U003653,"P000027, P001385",2.0,7.0,General Potential Customer,194.81141580218923,0.0
U003651,"P000274, P000368",2.0,9.0,General Potential Customer,129.98219649415506,1.0
U006817,"P000285, P000490",2.0,6.0,General Potential Customer,205.26280783853917,0.0
U003640,"P000609, P001987",2.0,3.0,General Potential Customer,144.29070731443213,0.0
U008226,"P000211, P000260",2.0,5.0,General Potential Customer,183.63732272024794,0.0
U003638,"P001586, P001943",2.0,8.0,General Potential Customer,145.12888419358035,0.0
U006441,"P000683, P001771",2.0,4.0,Recent New Customer,202.89384601743552,1.0
U006442,"P000466, P000642",2.0,7.0,General Potential Customer,163.25289772564906,0.0
U003618,"P000976, P001777",2.0,1.0,General Potential Customer,102.70528881759012,0.0
U007996,"P000437, P001449",2.0,2.0,At-Risk Repeat Customer,178.31702047534503,0.0
U006020,"P000994, P001847",2.0,3.0,General Potential Customer,178.52445714279943,0.0
U004156,"P000536, P000604",2.0,5.0,General Potential Customer,88.39749179855248,0.0
U005564,"P001918, P001959",2.0,12.0,General Potential Customer,131.0090414825022,0.0
U005570,"P000562, P000890",2.0,5.0,General Potential Customer,237.4738107116844,0.0
U004988,"P000604, P000935",2.0,6.0,General Potential Customer,96.87294816759756,0.0
U005571,"P000902, P001796",2.0,5.0,General Potential Customer,153.71206138210113,0.0
U005572,"P001278, P001880",2.0,8.0,Recent New Customer,197.9202190178804,1.0
U005573,"P001182, P001240",2.0,9.0,VVIP Loyal High-Value Customer,131.89731966972712,1.0
U005576,"P000286, P001681",2.0,7.0,At-Risk Repeat Customer,146.57301046223745,0.0
U007270,"P001108, P001459",2.0,5.0,Dormant High-Value Customer,179.8932185610025,0.0
U004978,"P001439, P001806",2.0,6.0,VVIP Loyal High-Value Customer,142.79555002653072,0.0
U005579,"P000807, P001832",2.0,3.0,Recent New Customer,99.57462493791425,0.0
U005584,"P000413, P001544",2.0,1.0,General Potential Customer,94.11911601200534,0.0
U004975,"P000781, P001193",2.0,3.0,General Potential Customer,134.1594811673952,0.0
U004973,"P001004, P001136",2.0,5.0,General Potential Customer,150.498425370383,1.0
U004972,"P000775, P001473",2.0,8.0,General Potential Customer,121.14732291867344,0.0
U007562,"P001394, P001736",2.0,7.0,General Potential Customer,250.38159839946542,0.0
U005588,"P001330, P001595",2.0,3.0,General Potential Customer,182.98874760548324,0.0
U004961,"P000547, P001481",2.0,4.0,VVIP Loyal High-Value Customer,139.89066976646205,0.0
U004958,"P000368, P001918",2.0,7.0,Recent New Customer,166.04670195456728,0.0
U007569,"P000347, P000797",2.0,5.0,Dormant High-Value Customer,91.97088838312558,0.0
U007265,"P000481, P001246",2.0,7.0,General Potential Customer,167.48497183876012,0.0
U005595,"P000851, P001019",2.0,6.0,General Potential Customer,72.78937547324396,0.0
U005599,"P000937, P001282",2.0,7.0,General Potential Customer,221.20625941498352,0.0
U004934,"P000051, P001837",2.0,2.0,Recent New Customer,99.57462493791425,0.0
U007574,"P000318, P001356",2.0,4.0,General Potential Customer,146.96994302129528,0.0
U004929,"P001315, P001433",2.0,2.0,Recent New Customer,261.3225902222287,0.0
U007255,"P000839, P000881",2.0,4.0,Dormant High-Value Customer,117.37005956697257,1.0
U007576,"P000681, P000772",2.0,3.0,General Potential Customer,156.9250368156032,0.0
U004923,"P000683, P001073",2.0,4.0,VVIP Loyal High-Value Customer,108.95560278154753,1.0
U005000,"P000798, P001288",2.0,8.0,General Potential Customer,202.38804182892395,0.0
U005003,"P001307, P001745",2.0,9.0,General Potential Customer,123.62583963473199,1.0
U005076,"P000736, P001269",2.0,9.0,General Potential Customer,126.9886095863066,0.0
U007550,"P000105, P000852",2.0,14.0,VVIP Loyal High-Value Customer,175.97377305003644,0.0
U005533,"P000970, P001027",2.0,6.0,General Potential Customer,84.28566656842892,0.0
U007517,"P000122, P001421",2.0,5.0,General Potential Customer,117.37005956697257,1.0
U005061,"P000838, P001748",2.0,5.0,General Potential Customer,80.33472375493497,0.0
U005539,"P000785, P001539",2.0,5.0,General Potential Customer,92.8078456112544,0.0
U005547,"P000819, P001566",2.0,7.0,General Potential Customer,184.94921162398617,0.0
U005057,"P000253, P001875",2.0,3.0,General Potential Customer,89.8761155641221,0.0
U005551,"P001202, P001285",2.0,6.0,General Potential Customer,201.51003656807177,1.0
U005049,"P000486, P001847",2.0,3.0,At-Risk Repeat Customer,182.5498123315602,0.0
U007288,"P000233, P000691",2.0,5.0,General Potential Customer,184.10530351431674,0.0
U007533,"P000163, P001410",2.0,6.0,General Potential Customer,72.2376358502161,0.0
U005041,"P000778, P001499",2.0,6.0,Recent New Customer,149.91172515453508,0.0
U007286,"P001018, P001803",2.0,6.0,General Potential Customer,178.49708212628389,0.0
U005555,"P000101, P001410",2.0,3.0,Dormant High-Value Customer,218.27815451549031,0.0
U005036,"P000890, P001129",2.0,11.0,General Potential Customer,164.3962499310033,0.0
U007535,"P000422, P001232",2.0,8.0,General Potential Customer,183.61487493222117,1.0
U005033,"P001500, P001962",2.0,7.0,General Potential Customer,101.73329521462912,0.0
U005032,"P001608, P001993",2.0,8.0,General Potential Customer,154.150039558954,0.0
U005030,"P000097, P001268",2.0,8.0,Recent New Customer,172.13512758341074,0.0
U007536,"P000460, P001444",2.0,6.0,VVIP Loyal High-Value Customer,153.47054168761525,1.0
U005025,"P000729, P001671",2.0,9.0,VVIP Loyal High-Value Customer,133.12781793722178,0.0
U007541,"P000149, P001529",2.0,6.0,General Potential Customer,182.56325584016045,0.0
U007542,"P000767, P000826",2.0,6.0,General Potential Customer,88.19631443393618,0.0
U005016,"P000640, P001374",2.0,5.0,General Potential Customer,154.150039558954,1.0
U007548,"P000056, P000996",2.0,2.0,General Potential Customer,152.74689994789964,0.0
U007277,"P000957, P001554",2.0,6.0,General Potential Customer,142.65242375890728,0.0
U005013,"P000087, P001361",2.0,8.0,General Potential Customer,75.02328471514448,0.0
U007276,"P000301, P001270",2.0,7.0,At-Risk Repeat Customer,142.28836199513069,0.0
U007577,"P000588, P000759",2.0,9.0,Recent New Customer,133.21570841792976,0.0
U004919,"P000340, P001607",2.0,6.0,General Potential Customer,100.42483218128365,0.0
U004915,"P000770, P001442",2.0,3.0,Dormant High-Value Customer,87.51178088345921,0.0
U004908,"P000660, P001780",2.0,5.0,General Potential Customer,145.04143670564744,1.0
U005658,"P000913, P001496",2.0,3.0,General Potential Customer,158.65869713307023,0.0
U005659,"P000584, P001743",2.0,6.0,General Potential Customer,142.10605317067237,1.0
U004837,"P000339, P000983",2.0,6.0,General Potential Customer,105.99918288229733,0.0
U004830,"P000929, P000999",2.0,3.0,General Potential Customer,87.4314943429273,0.0
U007236,"P001067, P001115",2.0,6.0,General Potential Customer,84.28566656842892,0.0
U004827,"P000424, P000951",2.0,3.0,General Potential Customer,106.7036307162468,0.0
U007233,"P000522, P001065",2.0,14.0,General Potential Customer,203.02692115766982,0.0
U007227,"P000007, P001532",2.0,5.0,General Potential Customer,80.33472375493497,0.0
U004824,"P000352, P001127",2.0,6.0,General Potential Customer,199.0651052234179,0.0
U004821,"P000626, P001596",2.0,11.0,General Potential Customer,133.887616723227,1.0
U004816,"P000481, P001314",2.0,7.0,Dormant High-Value Customer,226.21670050217762,0.0
U007226,"P001316, P001794",2.0,6.0,General Potential Customer,133.32380343160392,0.0
U007224,"P000495, P001442",2.0,1.0,General Potential Customer,82.02208297825938,0.0
U004811,"P000358, P000717",2.0,3.0,General Potential Customer,151.44623481787,0.0
U004808,"P000329, P001711",2.0,10.0,General Potential Customer,72.81377470676804,0.0
U004807,"P001516, P001839",2.0,6.0,Dormant High-Value Customer,74.83449974224982,0.0
U007668,"P001539, P001575",2.0,10.0,General Potential Customer,67.96546007059655,0.0
U007669,"P001124, P001660",2.0,3.0,General Potential Customer,99.30415787495613,0.0
U004801,"P000172, P000871",2.0,3.0,Dormant High-Value Customer,160.37125530646586,0.0
U005671,"P000324, P000357",2.0,6.0,General Potential Customer,148.531593133709,0.0
U005675,"P000144, P001620",2.0,5.0,General Potential Customer,87.58094315573052,0.0
U004794,"P000148, P001691",2.0,6.0,General Potential Customer,205.58683333073196,0.0
U004791,"P000179, P001218",2.0,4.0,General Potential Customer,148.94928363793443,0.0
U007220,"P000655, P001230",2.0,5.0,Dormant High-Value Customer,79.54597137439166,0.0
U005683,"P001144, P001875",2.0,5.0,General Potential Customer,77.72867253433131,0.0
U005686,"P000938, P001543",2.0,6.0,VVIP Loyal High-Value Customer,139.89066976646205,1.0
U005689,"P000608, P001766",2.0,9.0,Dormant High-Value Customer,265.9644239148851,0.0
U007647,"P001292, P001451",2.0,8.0,General Potential Customer,167.48497183876012,0.0
U007645,"P000075, P000252",2.0,2.0,General Potential Customer,128.3523438111709,0.0
U005657,"P000698, P001471",2.0,7.0,General Potential Customer,141.89986315444446,1.0
U007249,"P000001, P000340",2.0,7.0,General Potential Customer,74.31267077668669,0.0
U005601,"P001160, P001888",2.0,7.0,General Potential Customer,203.95133085786978,1.0
U004902,"P000407, P001642",2.0,8.0,General Potential Customer,162.7798825217591,0.0
U007589,"P000004, P001471",2.0,4.0,Dormant High-Value Customer,156.4839810916388,0.0
U005602,"P000289, P001159",2.0,6.0,VVIP Loyal High-Value Customer,124.99728316133437,0.0
U005603,"P001416, P001930",2.0,4.0,General Potential Customer,187.9933390251366,1.0
U004898,"P001370, P001651",2.0,6.0,At-Risk Repeat Customer,174.04538950300673,1.0
U007254,"P000153, P001635",2.0,4.0,VVIP Loyal High-Value Customer,147.33342916133205,1.0
U005607,"P001328, P001397",2.0,5.0,General Potential Customer,75.53291243751768,0.0
U004891,"P001430, P001555",2.0,4.0,At-Risk Repeat Customer,124.63875952713101,0.0
U007594,"P000701, P001266",2.0,3.0,General Potential Customer,140.1007438848447,0.0
U005610,"P000431, P001715",2.0,2.0,VVIP Loyal High-Value Customer,145.69818224486932,1.0
U007595,"P000058, P001641",2.0,4.0,General Potential Customer,99.04301781261087,0.0
U007597,"P000274, P000292",2.0,10.0,Dormant High-Value Customer,163.25465230453074,0.0
U005648,"P001727, P001783",2.0,5.0,Recent New Customer,180.8383083008605,0.0
U007610,"P001066, P001217",2.0,7.0,General Potential Customer,144.20681456921997,0.0
U007246,"P001021, P001198",2.0,6.0,General Potential Customer,203.24338347409216,0.0
U004871,"P000750, P001288",2.0,7.0,General Potential Customer,133.8020925082736,0.0
U004870,"P000738, P001101",2.0,4.0,General Potential Customer,89.10380411859845,0.0
U007616,"P000743, P001720",2.0,4.0,General Potential Customer,80.93677368245042,0.0
U004867,"P000120, P000160",2.0,3.0,General Potential Customer,126.18500308414313,0.0
U007617,"P000257, P001042",2.0,5.0,At-Risk Repeat Customer,127.05527840086776,1.0
U007244,"P000389, P001118",2.0,8.0,General Potential Customer,173.7020048931426,0.0
U007628,"P000778, P000918",2.0,5.0,General Potential Customer,191.27645996254063,1.0
U004858,"P000691, P001882",2.0,4.0,General Potential Customer,108.95560278154753,1.0
U007241,"P001387, P001461",2.0,2.0,At-Risk Repeat Customer,128.49497923091144,0.0
U007632,"P000111, P001672",2.0,4.0,At-Risk Repeat Customer,155.00666203164445,1.0
U005071,"P001102, P001933",2.0,2.0,Dormant High-Value Customer,112.79393393076953,0.0
U005077,"P000077, P000900",2.0,6.0,General Potential Customer,94.3935006807053,0.0
U007989,"P000603, P001652",2.0,13.0,General Potential Customer,90.66530035216438,0.0
U007345,"P000505, P001495",2.0,8.0,General Potential Customer,87.59318921321605,0.0
U005312,"P000691, P001825",2.0,7.0,Recent New Customer,92.51653246311847,0.0
U005311,"P000134, P000888",2.0,6.0,General Potential Customer,158.33225092977145,0.0
U005436,"P001306, P001775",2.0,5.0,Dormant High-Value Customer,114.45942736687225,1.0
U005307,"P001578, P001725",2.0,6.0,General Potential Customer,99.42994288730557,0.0
U005302,"P000031, P001949",2.0,3.0,General Potential Customer,81.7645086844071,0.0
U007409,"P001031, P001127",2.0,3.0,Dormant High-Value Customer,90.90943299161545,1.0
U005441,"P001581, P001969",2.0,4.0,VVIP Loyal High-Value Customer,184.29215343633058,1.0
U007410,"P000617, P001089",2.0,5.0,At-Risk Repeat Customer,78.56613991811255,0.0
U005289,"P000905, P001375",2.0,6.0,General Potential Customer,168.3947696421838,0.0
U005287,"P000030, P001223",2.0,7.0,General Potential Customer,84.89595890950406,0.0
U007411,"P000696, P001681",2.0,6.0,General Potential Customer,82.97635484737195,0.0
U007413,"P000790, P001489",2.0,5.0,General Potential Customer,75.3596303732183,0.0
U007416,"P000850, P001359",2.0,6.0,At-Risk Repeat Customer,138.9120082156599,0.0
U007338,"P000330, P001720",2.0,5.0,General Potential Customer,77.16862283338283,0.0
U005271,"P000670, P001514",2.0,1.0,General Potential Customer,146.25122899038738,0.0
U005270,"P000068, P000335",2.0,6.0,General Potential Customer,82.76467627594339,0.0
U005268,"P000656, P001828",2.0,2.0,General Potential Customer,163.21460817206767,0.0
U007423,"P000231, P001145",2.0,5.0,General Potential Customer,153.69419478206063,0.0
U005262,"P000453, P000887",2.0,3.0,Dormant High-Value Customer,82.02208297825938,0.0
U005261,"P000337, P000939",2.0,8.0,General Potential Customer,72.24257192972989,0.0
U007427,"P000589, P001341",2.0,7.0,Dormant High-Value Customer,149.27648595098782,0.0
U005449,"P001182, P001639",2.0,10.0,Recent New Customer,167.95048315930936,0.0
U005450,"P000044, P001815",2.0,6.0,Dormant High-Value Customer,133.50208734267267,0.0
U007432,"P001582, P001795",2.0,4.0,VVIP Loyal High-Value Customer,143.7817672569818,1.0
U005451,"P000546, P001600",2.0,3.0,General Potential Customer,139.70692976814126,0.0
U007332,"P000232, P001616",2.0,5.0,General Potential Customer,145.25485704964277,0.0
U005247,"P001024, P001433",2.0,6.0,General Potential Customer,168.3947696421838,0.0
U005313,"P000070, P000098",2.0,8.0,At-Risk Repeat Customer,212.40617643004694,0.0
U005421,"P000183, P001443",2.0,10.0,General Potential Customer,139.35701011778957,0.0
U005529,"P001163, P001494",2.0,6.0,VVIP Loyal High-Value Customer,150.01420724940905,0.0
U005319,"P000351, P000846",2.0,3.0,Recent New Customer,93.09541570337332,0.0
U005375,"P001503, P001913",2.0,3.0,At-Risk Repeat Customer,143.79454810016978,0.0
U005387,"P000411, P000433",2.0,3.0,General Potential Customer,82.56567972132633,0.0
U005374,"P000460, P000490",2.0,8.0,General Potential Customer,65.46171962155503,0.0
U007365,"P000681, P001678",2.0,5.0,General Potential Customer,87.58094315573052,0.0
U007369,"P000412, P001648",2.0,5.0,VVIP Loyal High-Value Customer,144.40050534406822,0.0
U005361,"P001137, P001723",2.0,5.0,General Potential Customer,149.78601026079184,0.0
U005394,"P000387, P000626",2.0,8.0,General Potential Customer,152.23174546827426,0.0
U005395,"P001156, P001856",2.0,5.0,General Potential Customer,176.00305019243928,1.0
U005353,"P000673, P001083",2.0,5.0,VVIP Loyal High-Value Customer,91.9088477648845,0.0
U005352,"P000759, P001883",2.0,4.0,Recent New Customer,99.57462493791425,0.0
U005348,"P000285, P000461",2.0,4.0,At-Risk Repeat Customer,128.28102553954247,0.0
U007382,"P000164, P001954",2.0,3.0,General Potential Customer,121.58872565316626,0.0
U005346,"P001448, P001979",2.0,7.0,General Potential Customer,148.29171762236942,1.0
U005342,"P001500, P001938",2.0,3.0,General Potential Customer,114.68027731631369,1.0
U007394,"P001041, P001478",2.0,6.0,VVIP Loyal High-Value Customer,142.49877138658394,0.0
U005337,"P000613, P000898",2.0,7.0,General Potential Customer,94.59690904245699,0.0
U005403,"P000811, P001509",2.0,3.0,Dormant High-Value Customer,203.92851291809265,0.0
U005406,"P001093, P001339",2.0,6.0,General Potential Customer,152.34942989822997,0.0
U005332,"P000115, P001610",2.0,8.0,General Potential Customer,194.80169547235718,0.0
U005329,"P000540, P001801",2.0,4.0,General Potential Customer,194.84367299469008,0.0
U005328,"P000975, P001400",2.0,8.0,At-Risk Repeat Customer,80.30797479725396,0.0
U007399,"P001749, P001817",2.0,3.0,Dormant High-Value Customer,194.59687462264475,0.0
U005407,"P000033, P001183",2.0,5.0,General Potential Customer,151.75153970614588,0.0
U005413,"P000375, P001646",2.0,4.0,At-Risk Repeat Customer,81.37593200198644,0.0
U005325,"P000334, P001976",2.0,6.0,General Potential Customer,227.778773168498,0.0
U007351,"P000221, P001080",2.0,4.0,General Potential Customer,174.03616429841162,0.0
U007346,"P000986, P001954",2.0,11.0,General Potential Customer,115.88406932000912,0.0
U005246,"P000233, P000522",2.0,7.0,General Potential Customer,84.89595890950406,0.0
U005244,"P000303, P001333",2.0,6.0,General Potential Customer,126.9453276597997,1.0
U005455,"P000434, P000987",2.0,7.0,At-Risk Repeat Customer,190.59526810293534,0.0
U005242,"P000181, P001858",2.0,4.0,General Potential Customer,126.5166048420735,0.0
U007468,"P000345, P000824",2.0,3.0,General Potential Customer,93.5690147423454,0.0
U005169,"P001019, P001836",2.0,6.0,Dormant High-Value Customer,146.76516898059873,0.0
U005497,"P001189, P001423",2.0,2.0,Dormant High-Value Customer,247.38274017930453,0.0
U005163,"P000006, P001237",2.0,10.0,Dormant High-Value Customer,79.962074998748,0.0
U005162,"P000009, P001867",2.0,9.0,Recent New Customer,133.21570841792976,0.0
U007316,"P000130, P000431",2.0,5.0,General Potential Customer,155.00666203164445,0.0
U005150,"P000149, P000408",2.0,6.0,General Potential Customer,83.04818106249294,0.0
U005503,"P000889, P001493",2.0,4.0,Recent New Customer,212.1628494510237,0.0
U005139,"P000468, P001412",2.0,5.0,General Potential Customer,105.72547253178857,1.0
U007493,"P000428, P000884",2.0,4.0,VVIP Loyal High-Value Customer,138.9120082156599,0.0
U005504,"P001427, P001622",2.0,5.0,General Potential Customer,91.02099434959173,0.0
U007494,"P001858, P001960",2.0,4.0,General Potential Customer,128.1840260931458,0.0
U007312,"P001251, P001787",2.0,6.0,General Potential Customer,136.7903826745976,0.0
U005127,"P000318, P000852",2.0,7.0,Dormant High-Value Customer,184.62254317906263,0.0
U005509,"P000392, P000538",2.0,7.0,General Potential Customer,84.89595890950406,0.0
U007310,"P000268, P001189",2.0,6.0,General Potential Customer,152.79627127557592,0.0
U007502,"P000470, P000951",2.0,7.0,General Potential Customer,145.65753293473503,0.0
U005118,"P000368, P001699",2.0,4.0,General Potential Customer,93.09541570337332,0.0
U007506,"P000346, P000929",2.0,9.0,General Potential Customer,183.8200988829216,0.0
U007508,"P000977, P001380",2.0,5.0,General Potential Customer,242.1085149230734,0.0
U005515,"P000804, P001424",2.0,5.0,General Potential Customer,184.10530351431674,1.0
U007512,"P000686, P001489",2.0,4.0,General Potential Customer,141.56505175903607,0.0
U005087,"P000132, P001609",2.0,3.0,VVIP Loyal High-Value Customer,140.6855913189434,0.0
