product_id,product_name,category,brand,price,avg_rating_overall,rating_30d,total_risk_reviews,top_pain_points,action_required
P001807,Nimbus Maintain,Electronics,Nimbus,557.39,2.83,,1,"arrived, damaged",Product Team Review
P001671,Nimbus Garden,Beauty,Nimbus,8.06,3.5,,1,"arrived, damaged",Product Team Review
P001630,Nimbus From,Electronics,Nimbus,1519.49,3.9,5.0,1,"arrived, damaged",Product Team Review
P001631,Acme Real,Sports,Acme,154.57,3.5,,1,"expected, quality, poor",Product Team Review
P001633,Nimbus Drive,Home & Kitchen,Nimbus,132.13,2.43,,1,"expected, quality, poor",Product Team Review
P001634,Pulse Outside,Electronics,Pulse,372.7,2.0,,1,"expected, quality, poor",Product Team Review
P001638,Harbor Story,Home & Kitchen,Harbor,363.25,3.56,,1,"arrived, damaged",Product Team Review
P001646,Orion Class,Sports,Orion,314.64,3.67,,1,"arrived, damaged",Product Team Review
P001649,Harbor Goal,Sports,Harbor,361.55,3.88,,1,"expected, quality, poor",Product Team Review
P001650,Solace Suffer,Books,Solace,71.07,3.75,,1,"arrived, damaged",Product Team Review
P001654,GreenLeaf Eye,Sports,GreenLeaf,135.96,3.82,4.0,1,"expected, quality, poor",Product Team Review
P001656,Orion Administration,Pet Supplies,Orion,20.13,3.0,,1,"expected, quality, poor",Product Team Review
P001657,Solace Table,Groceries,Solace,25.99,2.67,,1,"arrived, damaged",Product Team Review
P001669,Solace Media,Toys,Solace,115.92,3.55,4.0,1,"arrived, damaged",Product Team Review
P001672,NeoTech Career,Electronics,NeoTech,1257.52,3.43,,1,"arrived, damaged",Product Team Review
P001718,Acme Brother,Groceries,Acme,8.74,3.67,3.0,1,"arrived, damaged",Product Team Review
P001682,Orion Right,Toys,Orion,35.4,3.29,3.0,1,"arrived, damaged",Product Team Review
P001684,Acme Anyone,Automotive,Acme,728.97,4.0,5.0,1,"expected, quality, poor",Product Team Review
P001690,Solace Professional,Sports,Solace,257.99,3.75,,1,"arrived, damaged",Product Team Review
P001691,Everest Stop,Automotive,Everest,893.72,3.6,,1,"expected, quality, poor",Product Team Review
P001692,Acme Effect,Automotive,Acme,108.67,4.0,,1,"expected, quality, poor",Product Team Review
P001693,GreenLeaf Next,Books,GreenLeaf,21.06,3.0,,1,"arrived, damaged",Product Team Review
P001696,Astra Woman,Clothing,Astra,313.72,3.17,,1,"arrived, damaged",Product Team Review
P001697,NeoTech Member,Toys,NeoTech,20.71,3.45,2.0,1,"arrived, damaged",Product Team Review
P001699,Nimbus Hit,Electronics,Nimbus,494.84,3.5,,1,"arrived, damaged",Product Team Review
P001700,Harbor One,Automotive,Harbor,601.59,4.22,,1,"arrived, damaged",Product Team Review
P001703,Willow Just,Beauty,Willow,165.03,2.78,3.0,1,"arrived, damaged",Product Team Review
P001704,NeoTech Property,Books,NeoTech,83.51,2.43,,1,"expected, quality, poor",Product Team Review
P001706,Willow Measure,Electronics,Willow,970.1,3.5,5.0,1,"arrived, damaged",Product Team Review
P001806,Nimbus Focus,Pet Supplies,Nimbus,54.34,3.83,,1,"expected, quality, poor",Product Team Review
P001808,Astra Pull,Pet Supplies,Astra,49.88,3.12,3.0,1,"arrived, damaged",Product Team Review
P001266,NeoTech Participant,Home & Kitchen,NeoTech,45.32,3.91,,1,"arrived, damaged",Product Team Review
P001955,Astra Remain,Beauty,Astra,124.68,3.44,,1,"expected, quality, poor",Product Team Review
P001905,GreenLeaf Race,Groceries,GreenLeaf,3.32,2.88,,1,"arrived, damaged",Product Team Review
P001907,Nimbus Stay,Toys,Nimbus,34.96,3.57,,1,"expected, quality, poor",Product Team Review
P001911,Solace Will,Pet Supplies,Solace,72.64,3.83,,1,"arrived, damaged",Product Team Review
P001917,Everest Possible,Electronics,Everest,503.48,3.38,1.0,1,"expected, quality, poor",Product Team Review
P001919,GreenLeaf Look,Beauty,GreenLeaf,40.84,3.29,,1,"expected, quality, poor",Product Team Review
P001923,Solace Surface,Toys,Solace,38.31,3.62,3.5,1,"expected, quality, poor",Product Team Review
P001927,Pulse Conference,Pet Supplies,Pulse,32.11,4.0,,1,"expected, quality, poor",Product Team Review
P001930,Harbor Fire,Home & Kitchen,Harbor,34.77,3.25,4.0,1,"expected, quality, poor",Product Team Review
P001939,Solace Other,Pet Supplies,Solace,47.96,3.75,,1,"expected, quality, poor",Product Team Review
P001940,Acme Road,Sports,Acme,115.22,3.0,,1,"expected, quality, poor",Product Team Review
P001941,Astra Sometimes,Pet Supplies,Astra,82.4,3.33,,1,"arrived, damaged",Product Team Review
P001943,Nimbus More,Groceries,Nimbus,30.26,3.0,3.0,1,"expected, quality, poor",Product Team Review
P001945,Astra Future,Pet Supplies,Astra,85.2,4.2,,1,"arrived, damaged",Product Team Review
P001947,Acme Think,Books,Acme,78.16,3.86,,1,"arrived, damaged",Product Team Review
P001956,Nimbus Table,Sports,Nimbus,300.07,3.2,3.0,1,"expected, quality, poor",Product Team Review
P001901,Nimbus Wide,Pet Supplies,Nimbus,94.59,3.2,4.0,1,"expected, quality, poor",Product Team Review
P001961,NeoTech Write,Electronics,NeoTech,1038.94,4.29,,1,"expected, quality, poor",Product Team Review
P001966,Astra These,Books,Astra,77.21,3.67,,1,"expected, quality, poor",Product Team Review
P001967,Harbor Reach,Pet Supplies,Harbor,18.89,3.83,,1,"arrived, damaged",Product Team Review
P001969,Pulse Worry,Automotive,Pulse,734.96,3.0,4.0,1,"expected, quality, poor",Product Team Review
P001976,Orion Size,Beauty,Orion,133.71,3.4,,1,"expected, quality, poor",Product Team Review
P001980,Solace Door,Automotive,Solace,59.9,3.5,,1,"arrived, damaged",Product Team Review
P001982,Harbor Better,Electronics,Harbor,835.66,3.5,,1,"arrived, damaged",Product Team Review
P001984,Willow Eye,Books,Willow,84.86,3.6,3.0,1,"arrived, damaged",Product Team Review
P001987,Astra Sea,Automotive,Astra,871.03,3.22,,1,"arrived, damaged",Product Team Review
P001989,GreenLeaf Major,Books,GreenLeaf,61.57,3.09,,1,"arrived, damaged",Product Team Review
P001991,Nimbus Military,Sports,Nimbus,178.96,3.38,,1,"expected, quality, poor",Product Team Review
P001995,Willow Hear,Books,Willow,51.75,3.33,2.0,1,"expected, quality, poor",Product Team Review
P001999,Willow Old,Automotive,Willow,116.13,3.12,,1,"expected, quality, poor",Product Team Review
P001904,Everest Become,Clothing,Everest,215.5,3.71,,1,"expected, quality, poor",Product Team Review
P001893,Orion Manage,Books,Orion,24.22,3.78,2.0,1,"expected, quality, poor",Product Team Review
P001811,Everest Child,Sports,Everest,197.07,3.83,,1,"arrived, damaged",Product Team Review
P001854,Astra Key,Sports,Astra,376.31,2.71,,1,"expected, quality, poor",Product Team Review
P001813,Pulse Soon,Pet Supplies,Pulse,54.41,3.67,,1,"arrived, damaged",Product Team Review
P001816,Willow Catch,Automotive,Willow,91.42,3.67,,1,"arrived, damaged",Product Team Review
P001817,Harbor Not,Beauty,Harbor,87.54,3.55,,1,"arrived, damaged",Product Team Review
P001818,Willow Prepare,Beauty,Willow,70.39,3.43,,1,"arrived, damaged",Product Team Review
P001827,Acme Road,Home & Kitchen,Acme,125.56,3.57,,1,"arrived, damaged",Product Team Review
P001829,Harbor Point,Clothing,Harbor,36.94,3.0,,1,"expected, quality, poor",Product Team Review
P001831,Orion Fact,Beauty,Orion,169.79,4.12,4.5,1,"arrived, damaged",Product Team Review
P001835,Everest Indicate,Pet Supplies,Everest,76.86,3.73,,1,"arrived, damaged",Product Team Review
P001838,Everest Several,Home & Kitchen,Everest,331.98,3.38,,1,"arrived, damaged",Product Team Review
P001842,Orion Kitchen,Books,Orion,29.1,3.7,,1,"expected, quality, poor",Product Team Review
P001847,GreenLeaf Goal,Electronics,GreenLeaf,1025.31,3.5,,1,"expected, quality, poor",Product Team Review
P001849,GreenLeaf List,Beauty,GreenLeaf,59.13,3.75,,1,"expected, quality, poor",Product Team Review
P001850,Willow Amount,Beauty,Willow,129.49,3.5,3.33,1,"expected, quality, poor",Product Team Review
P001852,Everest All,Automotive,Everest,643.14,3.36,,1,"arrived, damaged",Product Team Review
P001855,Acme Practice,Automotive,Acme,503.43,3.75,,1,"expected, quality, poor",Product Team Review
P001860,Everest Late,Clothing,Everest,86.67,3.33,,1,"expected, quality, poor",Product Team Review
P001863,Acme Half,Books,Acme,59.15,4.0,,1,"arrived, damaged",Product Team Review
P001868,Nimbus Foot,Sports,Nimbus,299.8,3.36,,1,"arrived, damaged",Product Team Review
P001869,Solace At,Books,Solace,8.47,4.1,5.0,1,"arrived, damaged",Product Team Review
P001870,Acme Subject,Automotive,Acme,383.26,3.9,,1,"expected, quality, poor",Product Team Review
P001872,Everest Budget,Electronics,Everest,1217.83,3.88,5.0,1,"arrived, damaged",Product Team Review
P001873,Acme When,Automotive,Acme,413.11,3.86,5.0,1,"expected, quality, poor",Product Team Review
P001874,Willow Show,Electronics,Willow,605.36,3.0,3.0,1,"arrived, damaged",Product Team Review
P001879,NeoTech These,Groceries,NeoTech,18.51,3.5,,1,"expected, quality, poor",Product Team Review
P001880,Orion Coach,Books,Orion,55.14,3.43,4.0,1,"arrived, damaged",Product Team Review
P001882,Astra Tough,Electronics,Astra,1463.26,3.0,,1,"expected, quality, poor",Product Team Review
P001886,Acme Best,Electronics,Acme,1325.06,3.6,,1,"arrived, damaged",Product Team Review
P001629,NeoTech Hope,Electronics,NeoTech,926.42,3.2,,1,"expected, quality, poor",Product Team Review
P001620,Zenith Television,Books,Zenith,39.96,3.0,,1,"expected, quality, poor",Product Team Review
P001619,Everest Imagine,Clothing,Everest,15.52,2.33,,1,"expected, quality, poor",Product Team Review
P001364,Acme Modern,Books,Acme,27.65,3.73,,1,"expected, quality, poor",Product Team Review
P001366,Pulse Interesting,Clothing,Pulse,95.81,3.43,,1,"expected, quality, poor",Product Team Review
P001368,Pulse Gas,Books,Pulse,20.06,2.25,,1,"expected, quality, poor",Product Team Review
P001370,Harbor Beat,Clothing,Harbor,38.92,3.0,3.0,1,"arrived, damaged",Product Team Review
P001373,Solace Make,Electronics,Solace,815.01,3.77,,1,"arrived, damaged",Product Team Review
P001377,Harbor Month,Groceries,Harbor,22.11,3.83,,1,"expected, quality, poor",Product Team Review
P001378,NeoTech Particular,Home & Kitchen,NeoTech,122.6,3.86,,1,"arrived, damaged",Product Team Review
P001382,Astra Guy,Automotive,Astra,93.21,3.25,,1,"expected, quality, poor",Product Team Review
P001383,Everest Professional,Groceries,Everest,19.17,4.17,,1,"expected, quality, poor",Product Team Review
P001384,Pulse Few,Clothing,Pulse,15.03,3.12,,1,"expected, quality, poor",Product Team Review
P001386,NeoTech Nature,Clothing,NeoTech,181.88,4.27,,1,"arrived, damaged",Product Team Review
P001389,GreenLeaf Sea,Groceries,GreenLeaf,20.84,3.91,,1,"arrived, damaged",Product Team Review
P001391,Astra Special,Toys,Astra,65.46,4.25,,1,"arrived, damaged",Product Team Review
P001394,GreenLeaf Give,Sports,GreenLeaf,171.06,4.0,,1,"arrived, damaged",Product Team Review
P001397,Zenith Town,Electronics,Zenith,513.63,4.11,,1,"arrived, damaged",Product Team Review
P001361,Acme Sense,Beauty,Acme,33.11,4.0,,1,"arrived, damaged",Product Team Review
P001398,Zenith Believe,Automotive,Zenith,157.95,3.11,3.0,1,"arrived, damaged",Product Team Review
P001399,Nimbus Foreign,Books,Nimbus,40.7,3.0,,1,"arrived, damaged",Product Team Review
P001400,Orion Bag,Beauty,Orion,86.41,3.3,,1,"expected, quality, poor",Product Team Review
P001401,Astra Reveal,Books,Astra,49.62,3.11,,1,"arrived, damaged",Product Team Review
P001402,Astra This,Beauty,Astra,121.55,3.75,,1,"arrived, damaged",Product Team Review
P001403,Willow At,Sports,Willow,343.39,3.71,4.0,1,"expected, quality, poor",Product Team Review
P001406,Acme Far,Books,Acme,10.45,3.0,,1,"arrived, damaged",Product Team Review
P001408,Astra Option,Home & Kitchen,Astra,183.59,3.89,,1,"expected, quality, poor",Product Team Review
P001420,NeoTech Democrat,Clothing,NeoTech,114.66,3.8,,1,"expected, quality, poor",Product Team Review
P001421,Astra Mean,Electronics,Astra,371.46,3.46,,1,"arrived, damaged",Product Team Review
P001423,Astra Avoid,Beauty,Astra,56.11,3.58,,1,"expected, quality, poor",Product Team Review
P001424,GreenLeaf Bill,Clothing,GreenLeaf,85.29,3.42,,1,"arrived, damaged",Product Team Review
P001425,Everest Few,Groceries,Everest,11.44,3.2,,1,"expected, quality, poor",Product Team Review
P001426,Nimbus Attorney,Home & Kitchen,Nimbus,187.75,3.5,,1,"expected, quality, poor",Product Team Review
P001362,Orion Ten,Beauty,Orion,82.69,3.33,,1,"expected, quality, poor",Product Team Review
P001360,GreenLeaf Say,Pet Supplies,GreenLeaf,43.4,3.78,,1,"expected, quality, poor",Product Team Review
P001614,Solace Create,Clothing,Solace,97.47,3.17,,1,"arrived, damaged",Product Team Review
P001310,Solace Throw,Home & Kitchen,Solace,195.3,3.0,,1,"expected, quality, poor",Product Team Review
P001270,Everest Raise,Pet Supplies,Everest,133.78,3.5,,1,"expected, quality, poor",Product Team Review
P001271,Solace High,Books,Solace,83.6,2.0,,1,"arrived, damaged",Product Team Review
P001277,NeoTech Toward,Sports,NeoTech,422.63,3.33,,1,"arrived, damaged",Product Team Review
P001279,GreenLeaf Size,Toys,GreenLeaf,64.27,3.33,,1,"arrived, damaged",Product Team Review
P001282,Solace Movie,Beauty,Solace,62.28,3.57,,1,"arrived, damaged",Product Team Review
P001285,Zenith Wrong,Beauty,Zenith,29.9,3.09,,1,"expected, quality, poor",Product Team Review
P001286,NeoTech Clear,Pet Supplies,NeoTech,63.38,3.33,3.0,1,"arrived, damaged",Product Team Review
P001293,Zenith Without,Toys,Zenith,9.53,3.5,1.0,1,"expected, quality, poor",Product Team Review
P001303,GreenLeaf Be,Clothing,GreenLeaf,54.36,3.0,,1,"expected, quality, poor",Product Team Review
P001304,Solace Miss,Automotive,Solace,375.91,3.33,3.5,1,"arrived, damaged",Product Team Review
P001306,Orion Identify,Books,Orion,31.28,3.1,2.0,1,"expected, quality, poor",Product Team Review
P001307,Zenith Choice,Home & Kitchen,Zenith,373.9,3.7,,1,"arrived, damaged",Product Team Review
P001308,Willow Turn,Sports,Willow,38.14,3.62,,1,"arrived, damaged",Product Team Review
P001313,Harbor Different,Pet Supplies,Harbor,28.38,2.8,,1,"arrived, damaged",Product Team Review
P001357,Nimbus Task,Groceries,Nimbus,19.99,4.12,,1,"expected, quality, poor",Product Team Review
P001315,Everest Well,Books,Everest,16.45,3.92,,1,"arrived, damaged",Product Team Review
P001319,Solace Change,Toys,Solace,65.6,3.2,3.0,1,"expected, quality, poor",Product Team Review
P001322,GreenLeaf Mr,Beauty,GreenLeaf,56.87,3.31,,1,"arrived, damaged",Product Team Review
P001323,GreenLeaf Analysis,Books,GreenLeaf,50.42,3.71,,1,"arrived, damaged",Product Team Review
P001329,Willow Mean,Sports,Willow,168.63,3.69,,1,"arrived, damaged",Product Team Review
P001331,Harbor Professor,Groceries,Harbor,34.59,3.17,3.0,1,"arrived, damaged",Product Team Review
P001334,Solace Personal,Beauty,Solace,156.31,4.12,,1,"expected, quality, poor",Product Team Review
P001340,GreenLeaf Likely,Pet Supplies,GreenLeaf,70.7,3.5,,1,"arrived, damaged",Product Team Review
P001344,Orion Second,Pet Supplies,Orion,103.47,2.88,,1,"expected, quality, poor",Product Team Review
P001348,Astra Early,Books,Astra,54.01,3.54,3.5,1,"expected, quality, poor",Product Team Review
P001349,Acme Popular,Beauty,Acme,84.98,3.29,,1,"arrived, damaged",Product Team Review
P001350,Harbor Production,Clothing,Harbor,75.16,2.67,,1,"arrived, damaged",Product Team Review
P001352,Astra Tend,Beauty,Astra,68.39,3.67,,1,"arrived, damaged",Product Team Review
P001354,Harbor Development,Toys,Harbor,96.63,3.33,3.0,1,"arrived, damaged",Product Team Review
P001428,Harbor Somebody,Pet Supplies,Harbor,43.57,3.14,,1,"arrived, damaged",Product Team Review
P001437,Solace Hundred,Pet Supplies,Solace,47.35,3.0,,1,"arrived, damaged",Product Team Review
P001439,Pulse Would,Electronics,Pulse,1221.59,3.67,,1,"arrived, damaged",Product Team Review
P001574,Solace Member,Sports,Solace,53.16,3.86,,1,"arrived, damaged",Product Team Review
P001545,NeoTech Everyone,Groceries,NeoTech,1.49,4.0,,1,"arrived, damaged",Product Team Review
P001546,Nimbus Head,Toys,Nimbus,100.3,3.33,,1,"expected, quality, poor",Product Team Review
P001548,Solace Life,Automotive,Solace,243.71,4.0,,1,"arrived, damaged",Product Team Review
P001550,Zenith Case,Books,Zenith,19.19,3.33,,1,"arrived, damaged",Product Team Review
P001553,Pulse Together,Toys,Pulse,37.23,3.0,,1,"arrived, damaged",Product Team Review
P001554,Astra Such,Pet Supplies,Astra,43.35,3.5,4.0,1,"arrived, damaged",Product Team Review
P001555,Acme Book,Automotive,Acme,238.08,3.0,,1,"expected, quality, poor",Product Team Review
P001559,Nimbus Bar,Books,Nimbus,42.48,3.86,4.0,1,"expected, quality, poor",Product Team Review
P001562,GreenLeaf Character,Sports,GreenLeaf,184.98,3.38,,1,"expected, quality, poor",Product Team Review
P001564,GreenLeaf Lead,Groceries,GreenLeaf,10.42,3.4,,1,"arrived, damaged",Product Team Review
P001571,Orion Garden,Groceries,Orion,34.58,3.67,,1,"expected, quality, poor",Product Team Review
P001577,Solace Small,Toys,Solace,11.62,3.4,,1,"arrived, damaged",Product Team Review
P000772,NeoTech Identify,Pet Supplies,NeoTech,85.27,3.5,,1,"arrived, damaged",Product Team Review
P001578,Pulse Sea,Pet Supplies,Pulse,111.25,4.08,3.0,1,"expected, quality, poor",Product Team Review
P001581,Everest Skin,Automotive,Everest,225.32,3.8,,1,"arrived, damaged",Product Team Review
P001582,Solace Everyone,Clothing,Solace,242.11,3.17,4.0,1,"arrived, damaged",Product Team Review
P001586,Pulse Else,Books,Pulse,9.81,3.5,4.0,1,"expected, quality, poor",Product Team Review
P001587,Zenith Rich,Electronics,Zenith,658.35,3.25,,1,"arrived, damaged",Product Team Review
P001590,Solace Institution,Clothing,Solace,11.57,4.0,4.0,1,"arrived, damaged",Product Team Review
P001591,Solace Scene,Clothing,Solace,24.97,3.0,,1,"arrived, damaged",Product Team Review
P001594,Pulse Worker,Clothing,Pulse,83.76,3.33,,1,"arrived, damaged",Product Team Review
P001595,Pulse Direction,Home & Kitchen,Pulse,214.62,3.6,4.0,1,"expected, quality, poor",Product Team Review
P001600,Harbor Significant,Sports,Harbor,28.77,3.62,,1,"expected, quality, poor",Product Team Review
P001603,NeoTech Week,Sports,NeoTech,233.45,3.56,,1,"arrived, damaged",Product Team Review
P001609,Nimbus Hold,Books,Nimbus,29.15,3.75,,1,"expected, quality, poor",Product Team Review
P001611,Willow Benefit,Electronics,Willow,1028.88,3.67,,1,"expected, quality, poor",Product Team Review
P001612,Astra Five,Beauty,Astra,83.13,3.82,3.0,1,"arrived, damaged",Product Team Review
P001544,Harbor Will,Pet Supplies,Harbor,2.75,3.5,,1,"expected, quality, poor",Product Team Review
P001543,Nimbus Attack,Beauty,Nimbus,147.11,4.0,,1,"arrived, damaged",Product Team Review
P001538,Astra Pressure,Pet Supplies,Astra,72.49,3.5,,1,"expected, quality, poor",Product Team Review
P001537,NeoTech Test,Groceries,NeoTech,9.23,3.67,,1,"arrived, damaged",Product Team Review
P001448,Harbor Onto,Electronics,Harbor,1226.78,3.11,3.0,1,"expected, quality, poor",Product Team Review
P001450,Zenith Should,Clothing,Zenith,108.38,3.17,,1,"expected, quality, poor",Product Team Review
P001451,Solace Know,Automotive,Solace,598.27,3.57,,1,"expected, quality, poor",Product Team Review
P001452,Harbor Significant,Home & Kitchen,Harbor,505.82,3.0,,1,"expected, quality, poor",Product Team Review
P001463,Harbor Doctor,Books,Harbor,8.44,2.88,3.0,1,"expected, quality, poor",Product Team Review
P001466,Orion Fund,Beauty,Orion,104.54,3.91,5.0,1,"arrived, damaged",Product Team Review
P001467,Everest Great,Sports,Everest,342.98,4.2,,1,"arrived, damaged",Product Team Review
P001469,Orion Method,Clothing,Orion,88.87,3.38,,1,"expected, quality, poor",Product Team Review
P001472,Zenith Rate,Toys,Zenith,40.71,3.33,,1,"expected, quality, poor",Product Team Review
P001477,GreenLeaf East,Beauty,GreenLeaf,25.96,2.5,3.0,1,"arrived, damaged",Product Team Review
P001478,Astra Deal,Toys,Astra,109.35,3.83,,1,"arrived, damaged",Product Team Review
P001481,Harbor Act,Beauty,Harbor,166.37,3.25,,1,"expected, quality, poor",Product Team Review
P001485,Pulse Lose,Electronics,Pulse,850.61,3.29,,1,"expected, quality, poor",Product Team Review
P001493,Solace Lead,Electronics,Solace,992.56,3.38,,1,"expected, quality, poor",Product Team Review
P001495,Acme Soldier,Clothing,Acme,262.79,3.86,,1,"expected, quality, poor",Product Team Review
P001496,Astra Cost,Beauty,Astra,52.25,3.57,,1,"arrived, damaged",Product Team Review
P001501,Willow Wind,Books,Willow,17.28,3.42,,1,"expected, quality, poor",Product Team Review
P001504,Harbor Return,Electronics,Harbor,1206.27,3.43,,1,"arrived, damaged",Product Team Review
P001507,Harbor Thousand,Sports,Harbor,317.38,3.5,,1,"expected, quality, poor",Product Team Review
P001509,Everest Reach,Beauty,Everest,30.09,3.08,2.0,1,"arrived, damaged",Product Team Review
P001513,Zenith Firm,Electronics,Zenith,720.05,4.11,,1,"arrived, damaged",Product Team Review
P001516,Everest Truth,Beauty,Everest,104.12,3.18,4.0,1,"expected, quality, poor",Product Team Review
P001518,Zenith Board,Beauty,Zenith,128.53,4.0,5.0,1,"expected, quality, poor",Product Team Review
P001520,Pulse Chair,Sports,Pulse,205.0,3.57,3.0,1,"arrived, damaged",Product Team Review
P001525,Astra On,Clothing,Astra,134.22,4.1,5.0,1,"expected, quality, poor",Product Team Review
P001533,GreenLeaf Star,Beauty,GreenLeaf,156.64,3.57,,1,"arrived, damaged",Product Team Review
P001535,Astra Speak,Pet Supplies,Astra,48.09,3.5,,1,"expected, quality, poor",Product Team Review
P000774,Harbor Think,Clothing,Harbor,20.4,3.62,,1,"expected, quality, poor",Product Team Review
P002000,Harbor Whole,Books,Harbor,64.11,3.6,,1,"arrived, damaged",Product Team Review
P000421,NeoTech Method,Toys,NeoTech,121.71,3.0,,1,"arrived, damaged",Product Team Review
P000566,Nimbus Himself,Home & Kitchen,Nimbus,221.26,3.4,,1,"expected, quality, poor",Product Team Review
P000569,Zenith Control,Electronics,Zenith,925.17,3.2,3.0,1,"arrived, damaged",Product Team Review
P000570,Astra Where,Automotive,Astra,108.5,3.3,4.0,1,"expected, quality, poor",Product Team Review
P000572,GreenLeaf Score,Pet Supplies,GreenLeaf,58.41,4.5,,1,"arrived, damaged",Product Team Review
P000188,Zenith Direction,Pet Supplies,Zenith,12.4,3.25,4.0,1,"arrived, damaged",Product Team Review
P000574,Astra Computer,Beauty,Astra,121.03,4.25,,1,"expected, quality, poor",Product Team Review
P000186,NeoTech Not,Electronics,NeoTech,231.15,3.86,,1,"expected, quality, poor",Product Team Review
P000577,NeoTech Peace,Books,NeoTech,19.22,3.75,,1,"arrived, damaged",Product Team Review
P000182,Acme Cause,Books,Acme,9.27,3.0,,1,"arrived, damaged",Product Team Review
P000179,NeoTech Movement,Home & Kitchen,NeoTech,172.42,3.25,,1,"arrived, damaged",Product Team Review
P000578,Nimbus Development,Home & Kitchen,Nimbus,390.19,3.86,,1,"arrived, damaged",Product Team Review
P000581,Nimbus You,Sports,Nimbus,307.54,3.43,,1,"arrived, damaged",Product Team Review
P000174,Zenith Run,Electronics,Zenith,960.74,3.0,,1,"expected, quality, poor",Product Team Review
P000586,Acme Action,Home & Kitchen,Acme,66.03,3.17,,1,"arrived, damaged",Product Team Review
P000589,Astra Next,Toys,Astra,88.66,3.2,,1,"arrived, damaged",Product Team Review
P000592,Astra Receive,Electronics,Astra,320.65,3.6,,1,"arrived, damaged",Product Team Review
P000593,Willow Military,Books,Willow,82.84,3.17,3.0,1,"expected, quality, poor",Product Team Review
P000595,GreenLeaf History,Books,GreenLeaf,100.62,2.6,,1,"arrived, damaged",Product Team Review
P000596,Everest Example,Beauty,Everest,29.5,3.5,,1,"arrived, damaged",Product Team Review
P000605,Zenith Dog,Clothing,Zenith,83.17,3.9,5.0,1,"arrived, damaged",Product Team Review
P000204,Orion Last,Pet Supplies,Orion,112.83,3.9,,1,"expected, quality, poor",Product Team Review
P000537,Willow Use,Automotive,Willow,64.45,2.71,,1,"expected, quality, poor",Product Team Review
P000538,GreenLeaf Painting,Toys,GreenLeaf,63.48,3.29,,1,"expected, quality, poor",Product Team Review
P000539,Zenith Skill,Clothing,Zenith,45.11,2.5,,1,"expected, quality, poor",Product Team Review
P000542,Everest Rock,Clothing,Everest,36.54,3.54,4.0,1,"expected, quality, poor",Product Team Review
P000220,Everest Team,Electronics,Everest,184.85,3.62,,1,"arrived, damaged",Product Team Review
P000544,Orion Now,Clothing,Orion,248.05,4.0,,1,"arrived, damaged",Product Team Review
P000546,Willow Society,Home & Kitchen,Willow,292.19,3.5,,1,"expected, quality, poor",Product Team Review
P000217,Zenith Follow,Clothing,Zenith,101.57,3.0,,1,"expected, quality, poor",Product Team Review
P000216,Pulse Serious,Sports,Pulse,295.05,3.5,,1,"expected, quality, poor",Product Team Review
P000548,Pulse Idea,Books,Pulse,46.0,4.0,5.0,1,"expected, quality, poor",Product Team Review
P000215,Orion High,Pet Supplies,Orion,34.28,3.5,,1,"arrived, damaged",Product Team Review
P000550,Nimbus Someone,Books,Nimbus,29.83,4.0,5.0,1,"arrived, damaged",Product Team Review
P000214,Everest Even,Home & Kitchen,Everest,191.69,2.33,,1,"expected, quality, poor",Product Team Review
P000213,NeoTech Reason,Pet Supplies,NeoTech,22.25,3.75,,1,"expected, quality, poor",Product Team Review
P000552,Solace Budget,Sports,Solace,190.22,2.8,2.0,1,"arrived, damaged",Product Team Review
P000554,Everest National,Beauty,Everest,157.02,3.8,,1,"expected, quality, poor",Product Team Review
P000207,GreenLeaf Painting,Clothing,GreenLeaf,227.28,3.12,,1,"arrived, damaged",Product Team Review
P000205,Pulse The,Toys,Pulse,68.81,2.6,,1,"arrived, damaged",Product Team Review
P000556,Solace Guess,Books,Solace,54.93,4.0,5.0,1,"expected, quality, poor",Product Team Review
P000557,Orion And,Sports,Orion,167.07,3.5,,1,"expected, quality, poor",Product Team Review
P000558,Nimbus Watch,Toys,Nimbus,61.71,3.88,,1,"expected, quality, poor",Product Team Review
P000603,Zenith Example,Sports,Zenith,360.29,3.22,,1,"expected, quality, poor",Product Team Review
P000607,Everest Short,Groceries,Everest,9.32,2.75,,1,"arrived, damaged",Product Team Review
P000103,Harbor Two,Books,Harbor,13.77,3.43,,1,"expected, quality, poor",Product Team Review
P000138,Pulse True,Home & Kitchen,Pulse,57.52,3.17,,1,"expected, quality, poor",Product Team Review
P000646,Zenith Study,Books,Zenith,19.76,3.4,,1,"arrived, damaged",Product Team Review
P000647,Pulse Off,Books,Pulse,26.05,2.9,,1,"expected, quality, poor",Product Team Review
P000648,Astra Federal,Pet Supplies,Astra,6.52,3.6,,1,"expected, quality, poor",Product Team Review
P000650,Everest Parent,Sports,Everest,235.46,3.18,2.5,1,"expected, quality, poor",Product Team Review
P000651,Solace Option,Automotive,Solace,926.15,3.12,,1,"arrived, damaged",Product Team Review
P000128,Everest Smile,Clothing,Everest,55.25,3.6,,1,"expected, quality, poor",Product Team Review
P000127,Willow May,Home & Kitchen,Willow,255.94,2.8,,1,"expected, quality, poor",Product Team Review
P000653,Orion Coach,Electronics,Orion,649.28,3.33,,1,"expected, quality, poor",Product Team Review
P000121,Everest Food,Home & Kitchen,Everest,390.29,3.5,,1,"arrived, damaged",Product Team Review
P000656,Nimbus Sell,Sports,Nimbus,165.03,3.6,,1,"arrived, damaged",Product Team Review
