user_id,segment,recency,frequency,monetary,predicted_profit_90_days,primary_driver
U002490,沉睡的高價值客,252.0,4.0,1398.1999999999998,173.76364704673023,Review Sentiment
U002495,VVIP 忠誠高價值客,57.0,6.0,5582.55,115.31693291953165,Cart Add Intensity
U002496,沉睡的高價值客,282.0,3.0,3170.5,175.67204214783925,Review Sentiment
U002497,VVIP 忠誠高價值客,39.0,4.0,1274.2600000000002,144.18185986641305,Review Sentiment
U002499,VVIP 忠誠高價值客,77.0,3.0,2299.61,134.7266406530875,Review Sentiment
U002502,VVIP 忠誠高價值客,310.0,3.0,1752.22,129.18851175211145,Time Since Last Order
U002506,一般潛力客,190.0,1.0,728.97,188.78969627000143,Purchase Frequency
U002508,一般潛力客,,,,248.77655235121375,Purchase Frequency
U002513,近期新客,,,,248.77655235121375,Purchase Frequency
U002517,一般潛力客,583.0,1.0,619.33,192.87885831472485,Time Since Last Order
U002519,一般潛力客,70.0,1.0,2226.06,222.86141526639162,Browsing Engagement
U002530,VVIP 忠誠高價值客,43.0,6.0,2332.96,126.19413607681115,Browsing Engagement
U002533,VVIP 忠誠高價值客,210.0,3.0,4489.22,156.5651456101428,Review Sentiment
U002538,一般潛力客,470.0,1.0,189.71,235.58422575734298,Review Sentiment
U002552,一般潛力客,285.0,1.0,376.14,198.7821141769329,Review Sentiment
U002555,沉睡的高價值客,302.0,1.0,2128.79,177.13709212907852,Purchase Frequency
U002556,一般潛力客,227.0,1.0,417.49,224.45734140210453,Review Sentiment
U002570,一般潛力客,236.0,1.0,1323.86,208.18789028828186,Review Sentiment
U002580,一般潛力客,452.0,1.0,1200.52,176.41901381222192,Time Since Last Order
U002584,一般潛力客,252.0,1.0,1520.96,191.20781221929627,Review Sentiment
U002586,沉睡的高價值客,305.0,4.0,3300.74,177.96715826592043,Review Sentiment
U002588,一般潛力客,263.0,1.0,817.35,188.6938724507258,Purchase Frequency
U002594,一般潛力客,251.0,1.0,808.3,197.19439068259527,Review Sentiment
U002595,一般潛力客,540.0,1.0,961.95,263.6841341195814,Review Sentiment
U002596,近期新客,,,,175.3223686772879,Purchase Frequency
U002601,一般潛力客,507.0,1.0,1495.08,199.8446716221696,Time Since Last Order
U002610,一般潛力客,181.0,1.0,546.48,178.61062792565895,Browsing Engagement
U002612,一般潛力客,243.0,1.0,567.6,271.8198296558793,Review Sentiment
U002613,沉睡的高價值客,254.0,3.0,1784.5,187.9330075729044,Review Sentiment
U002617,近期新客,,,,219.0718794816825,Purchase Frequency
U002620,沉睡的高價值客,527.0,3.0,1455.94,287.67310600490134,Time Since Last Order
U002622,一般潛力客,387.0,1.0,295.71,169.69118208912295,Purchase Frequency
U002630,VVIP 忠誠高價值客,253.0,4.0,4541.53,178.95087140102245,Review Sentiment
U002632,一般潛力客,383.0,2.0,1106.3899999999999,184.15168153295002,Review Sentiment
U002634,VVIP 忠誠高價值客,333.0,3.0,2246.28,155.099603945518,Review Sentiment
U002635,VVIP 忠誠高價值客,222.0,3.0,1700.69,203.66379676535772,Review Sentiment
U002636,一般潛力客,91.0,1.0,138.24,210.6409111991155,Purchase Frequency
U002641,VVIP 忠誠高價值客,137.0,5.0,2047.41,63.20245457596296,Browsing Engagement
U002647,一般潛力客,543.0,1.0,527.55,189.5242955343244,Time Since Last Order
U002655,一般潛力客,409.0,2.0,812.47,177.0461954234951,Review Sentiment
U002657,VVIP 忠誠高價值客,520.0,3.0,1581.51,307.6100341142414,Time Since Last Order
U002660,VVIP 忠誠高價值客,191.0,2.0,3379.66,163.82257706859778,Review Sentiment
U002661,一般潛力客,58.0,2.0,359.81,204.9719046072129,Review Sentiment
U002663,一般潛力客,348.0,1.0,597.63,176.98072892115655,Review Sentiment
U002667,一般潛力客,320.0,1.0,548.43,194.01558193623706,Review Sentiment
U002669,即將流失的回購客,315.0,4.0,716.74,219.0319067681756,Review Sentiment
U002673,一般潛力客,88.0,2.0,840.9200000000001,204.8777892774446,Review Sentiment
U002677,近期新客,,,,195.91297769596818,Purchase Frequency
U002682,沉睡的高價值客,431.0,3.0,2373.96,178.0650779295473,Review Sentiment
U002684,VVIP 忠誠高價值客,2.0,4.0,2823.1099999999997,136.73259272654613,Time Since Last Order
U002687,一般潛力客,208.0,2.0,876.75,237.09629799688096,Browsing Engagement
U002689,一般潛力客,98.0,1.0,526.72,188.32706579287182,Review Sentiment
U002702,一般潛力客,84.0,2.0,354.29,169.9118866249343,Time Since Last Order
U002704,一般潛力客,411.0,2.0,2014.69,186.23666394062192,Review Sentiment
U002707,VVIP 忠誠高價值客,126.0,4.0,3270.0,150.6333375477719,Time Since Last Order
U002710,沉睡的高價值客,261.0,4.0,4495.990000000001,175.29976739075943,Review Sentiment
U002711,沉睡的高價值客,241.0,4.0,2337.29,259.94886353150474,Time Since Last Order
U002724,一般潛力客,416.0,1.0,610.31,197.5358749035297,Review Sentiment
U002726,一般潛力客,122.0,2.0,1751.32,201.07335279802896,Review Sentiment
U002727,一般潛力客,300.0,1.0,905.25,209.95065720607718,Browsing Engagement
U002731,VVIP 忠誠高價值客,42.0,4.0,3572.71,151.8394291198448,Review Sentiment
U002736,近期新客,,,,175.3223686772879,Purchase Frequency
U002740,VVIP 忠誠高價值客,38.0,4.0,2676.42,140.15057169902488,Review Sentiment
U002747,一般潛力客,292.0,2.0,1540.29,177.53280487435546,Review Sentiment
U002752,一般潛力客,473.0,1.0,332.94,196.44574182681487,Time Since Last Order
U002754,VVIP 忠誠高價值客,38.0,7.0,4549.97,130.87766663411008,Review Sentiment
U002757,VVIP 忠誠高價值客,40.0,4.0,2581.92,114.69857178356665,Cart Add Intensity
U002762,一般潛力客,359.0,1.0,885.92,174.21280356185906,Review Sentiment
U002768,即將流失的回購客,161.0,5.0,4920.1,224.09219150475943,Browsing Engagement
U002773,VVIP 忠誠高價值客,16.0,4.0,3012.88,145.33735546000145,Review Sentiment
U002787,一般潛力客,345.0,1.0,1135.45,194.01558193623706,Review Sentiment
U002788,VVIP 忠誠高價值客,417.0,3.0,3117.71,241.84902595242085,Review Sentiment
U002790,一般潛力客,206.0,1.0,958.29,199.21690386777422,Review Sentiment
U002793,近期新客,,,,185.55749092770708,Review Sentiment
U002800,一般潛力客,424.0,1.0,1216.95,187.03358126392612,Review Sentiment
U002808,VVIP 忠誠高價值客,196.0,3.0,1106.6599999999999,104.98007288382205,Cart Add Intensity
U002811,近期新客,,,,185.55749092770708,Review Sentiment
U002814,一般潛力客,457.0,1.0,869.22,328.5438567579771,Time Since Last Order
U002822,一般潛力客,511.0,1.0,134.03,272.3265844324364,Time Since Last Order
U002828,VVIP 忠誠高價值客,71.0,4.0,873.09,149.3675042317986,Review Sentiment
U002834,VVIP 忠誠高價值客,6.0,4.0,2511.01,97.7671686906548,Cart Add Intensity
U002843,即將流失的回購客,103.0,4.0,682.39,191.90923063778953,Review Sentiment
U002847,VVIP 忠誠高價值客,52.0,5.0,2197.7799999999997,140.27495031431874,Review Sentiment
U002853,VVIP 忠誠高價值客,11.0,5.0,1384.63,103.65305324661976,Time Since Last Order
U002854,一般潛力客,485.0,1.0,169.58,227.18710675686413,Review Sentiment
U002863,VVIP 忠誠高價值客,51.0,4.0,2867.41,144.1694760741309,Cart Add Intensity
U002865,一般潛力客,551.0,1.0,14.84,197.55605867770544,Browsing Engagement
U002867,一般潛力客,492.0,1.0,313.75,222.15142337386874,Review Sentiment
U002870,VVIP 忠誠高價值客,36.0,4.0,3194.49,126.73204297650038,Review Sentiment
U002871,VVIP 忠誠高價值客,43.0,4.0,2844.2000000000003,126.43445837501584,Cart Add Intensity
U002885,VVIP 忠誠高價值客,220.0,2.0,2363.55,214.8352523384252,Review Sentiment
U002888,VVIP 忠誠高價值客,83.0,4.0,3098.68,126.63522804008585,Cart Add Intensity
U002894,一般潛力客,493.0,1.0,174.59,200.41936583397984,Time Since Last Order
U002898,一般潛力客,294.0,1.0,209.65,194.21073283137125,Review Sentiment
U002912,一般潛力客,89.0,1.0,70.1,187.25534851629075,Review Sentiment
U002924,一般潛力客,368.0,3.0,304.40999999999997,175.68588641083062,Review Sentiment
U002925,VVIP 忠誠高價值客,18.0,4.0,2749.2,138.61018246395827,Review Sentiment
U002931,VVIP 忠誠高價值客,116.0,3.0,3293.57,104.28790499001794,Cart Add Intensity
U002953,一般潛力客,11.0,2.0,412.13000000000005,175.485957165259,Review Sentiment
U002956,一般潛力客,5.0,3.0,236.15,201.6721699999571,Time Since Last Order
U002960,VVIP 忠誠高價值客,102.0,3.0,548.22,154.91254670187624,Review Sentiment
U002961,VVIP 忠誠高價值客,18.0,4.0,2145.53,138.61018246395827,Review Sentiment
U002969,沉睡的高價值客,226.0,3.0,2804.38,186.82839401018018,Review Sentiment
U002970,一般潛力客,375.0,1.0,1241.73,191.02153756152316,Review Sentiment
U002972,VVIP 忠誠高價值客,81.0,2.0,1831.72,206.33671306660403,Review Sentiment
U002977,VVIP 忠誠高價值客,69.0,3.0,3911.99,132.54398341081375,Review Sentiment
U002978,一般潛力客,508.0,1.0,112.33,173.21891162406632,Time Since Last Order
U002995,VVIP 忠誠高價值客,138.0,4.0,2266.35,146.1476656611745,Review Sentiment
U003003,一般潛力客,337.0,2.0,1331.88,185.13598120048337,Review Sentiment
U003004,一般潛力客,357.0,2.0,551.4300000000001,175.47878918783553,Review Sentiment
U003005,VVIP 忠誠高價值客,272.0,5.0,3780.99,190.40243416376674,Review Sentiment
U003007,一般潛力客,305.0,2.0,677.0799999999999,221.1800718229988,Review Sentiment
U003018,即將流失的回購客,105.0,4.0,1924.1799999999998,181.75982809844805,Review Sentiment
U003019,VVIP 忠誠高價值客,138.0,2.0,1281.44,122.9718113055632,Cart Add Intensity
U003027,一般潛力客,85.0,1.0,1331.47,183.7424819412024,Purchase Frequency
U003030,VVIP 忠誠高價值客,2.0,4.0,2699.96,124.2691443707781,Time Since Last Order
U003038,一般潛力客,237.0,1.0,346.46,177.76170730738278,Time Since Last Order
U003041,一般潛力客,135.0,1.0,21.46,181.27993934163638,Purchase Frequency
U003046,近期新客,,,,172.13512758341074,Review Sentiment
U003047,VVIP 忠誠高價值客,425.0,3.0,2499.06,106.30647426201206,Cart Add Intensity
U003048,即將流失的回購客,91.0,3.0,2041.27,173.27207492083863,Review Sentiment
U003059,近期新客,13.0,1.0,296.17,178.28955902108697,Purchase Frequency
U003062,近期新客,40.0,1.0,118.08,176.99489791745424,Review Sentiment
U003066,即將流失的回購客,448.0,3.0,798.9000000000001,335.9517164889163,Time Since Last Order
U003072,沉睡的高價值客,230.0,4.0,2118.38,178.5066939861477,Time Since Last Order
U003090,沉睡的高價值客,205.0,1.0,2960.66,193.08028386528068,Review Sentiment
U003092,一般潛力客,350.0,1.0,2036.57,184.2831842328614,Review Sentiment
U003095,一般潛力客,452.0,1.0,46.64,224.2557703597951,Review Sentiment
U003106,一般潛力客,516.0,2.0,540.46,199.2274298863757,Review Sentiment
U003116,沉睡的高價值客,296.0,2.0,3420.79,187.0845464996617,Review Sentiment
U003121,一般潛力客,388.0,1.0,252.15,211.92907722200093,Review Sentiment
U003125,VVIP 忠誠高價值客,54.0,4.0,4504.200000000001,114.49555213261954,Cart Add Intensity
U003144,VVIP 忠誠高價值客,137.0,3.0,3678.56,111.36119885134333,Cart Add Intensity
U003145,VVIP 忠誠高價值客,283.0,3.0,579.75,121.59227272287413,Time Since Last Order
U003147,即將流失的回購客,221.0,4.0,992.77,176.08546800038405,Review Sentiment
U003148,一般潛力客,119.0,2.0,195.8,200.38194283016398,Browsing Engagement
U003150,一般潛力客,402.0,1.0,30.81,187.03358126392612,Review Sentiment
U003160,一般潛力客,417.0,1.0,18.65,169.69118208912295,Purchase Frequency
U003163,一般潛力客,224.0,1.0,141.36,199.94451776862488,Purchase Frequency
U003165,一般潛力客,87.0,2.0,182.23,171.18065703427231,Review Sentiment
U003167,沉睡的高價值客,591.0,1.0,1439.84,191.40719928432443,Time Since Last Order
U003175,VVIP 忠誠高價值客,199.0,3.0,1101.94,178.01570646192252,Review Sentiment
U003179,一般潛力客,404.0,2.0,1213.57,185.23053825786468,Review Sentiment
U003192,一般潛力客,101.0,1.0,2141.19,173.82291303791598,Purchase Frequency
U003200,一般潛力客,211.0,1.0,250.34,207.893038876755,Review Sentiment
U003208,一般潛力客,390.0,1.0,185.17,236.83707218006128,Review Sentiment
U003210,沉睡的高價值客,249.0,5.0,4435.950000000001,172.71114731215587,Time Since Last Order
U003211,一般潛力客,262.0,2.0,865.6800000000001,206.8334295451977,Review Sentiment
U003216,沉睡的高價值客,473.0,3.0,1798.8,288.3725168614825,Time Since Last Order
U003219,一般潛力客,514.0,1.0,598.92,216.07142943081163,Review Sentiment
U003220,VVIP 忠誠高價值客,56.0,4.0,1540.3999999999999,126.91872350222177,Review Sentiment
U003227,VVIP 忠誠高價值客,11.0,4.0,1600.8799999999999,138.3305906972716,Review Sentiment
U003229,一般潛力客,94.0,1.0,341.82,220.53766108309713,Review Sentiment
U003239,VVIP 忠誠高價值客,53.0,6.0,3809.66,97.71090863378294,Cart Add Intensity
U003240,VVIP 忠誠高價值客,118.0,3.0,1668.4099999999999,132.31337680221594,Review Sentiment
U003243,VVIP 忠誠高價值客,116.0,3.0,2187.02,135.75984185675406,Review Sentiment
U003244,VVIP 忠誠高價值客,68.0,3.0,556.46,76.69391214765872,Browsing Engagement
U003250,一般潛力客,128.0,1.0,15.88,173.95453252330535,Review Sentiment
U003256,一般潛力客,355.0,1.0,150.71,182.39690230639263,Review Sentiment
U003258,一般潛力客,201.0,1.0,331.52,175.09124196327875,Purchase Frequency
U003259,一般潛力客,214.0,1.0,693.46,184.88419589167594,Browsing Engagement
U003270,一般潛力客,249.0,2.0,833.45,207.83709589311397,Review Sentiment
U003271,一般潛力客,465.0,1.0,122.51,214.06661670652755,Review Sentiment
U003275,VVIP 忠誠高價值客,57.0,4.0,3658.48,139.40235577633646,Review Sentiment
U003276,一般潛力客,4.0,2.0,131.92,219.77149554062248,Time Since Last Order
U003279,沉睡的高價值客,497.0,3.0,3461.7799999999997,312.75183376806365,Time Since Last Order
U003289,VVIP 忠誠高價值客,120.0,4.0,5335.51,148.6615493152952,Review Sentiment
U003293,一般潛力客,369.0,1.0,465.11,174.21280356185906,Review Sentiment
U003295,近期新客,,,,173.03939884555712,Purchase Frequency
U003298,一般潛力客,251.0,2.0,93.42,194.59687462264475,Review Sentiment
U003302,沉睡的高價值客,297.0,2.0,1635.26,195.45902171659557,Review Sentiment
U003306,一般潛力客,154.0,1.0,17.96,182.40662263622465,Review Sentiment
U003310,近期新客,,,,247.6358017847245,Time Since Last Order
U003313,一般潛力客,331.0,2.0,458.7,172.25669248233515,Review Sentiment
U003316,VVIP 忠誠高價值客,43.0,3.0,3474.85,136.2670298881541,Review Sentiment
U003319,VVIP 忠誠高價值客,25.0,7.0,4924.96,145.46362589809087,Review Sentiment
U003321,VVIP 忠誠高價值客,27.0,6.0,1247.15,150.16926362560704,Review Sentiment
U003331,沉睡的高價值客,424.0,3.0,2136.04,185.69376391942237,Review Sentiment
U003335,VVIP 忠誠高價值客,22.0,3.0,4703.25,106.88444030967223,Cart Add Intensity
U003336,沉睡的高價值客,397.0,2.0,1502.72,190.99914988118888,Review Sentiment
U003339,VVIP 忠誠高價值客,31.0,4.0,3450.95,145.19460393093215,Review Sentiment
U003347,VVIP 忠誠高價值客,46.0,4.0,3387.05,142.79555002653072,Review Sentiment
U003348,VVIP 忠誠高價值客,332.0,3.0,1816.31,159.6055297976433,Review Sentiment
U003358,一般潛力客,292.0,1.0,266.4,188.42654255293314,Review Sentiment
U003360,沉睡的高價值客,296.0,2.0,1777.6799999999998,177.83819949618194,Time Since Last Order
U003361,一般潛力客,460.0,1.0,367.18,196.44574182681487,Time Since Last Order
U003362,一般潛力客,368.0,1.0,556.74,174.21280356185906,Review Sentiment
U003364,一般潛力客,121.0,2.0,2977.31,179.39347920303356,Review Sentiment
U003368,一般潛力客,10.0,2.0,235.47,170.48273055436906,Review Sentiment
U003374,一般潛力客,352.0,1.0,167.23,202.90444771353145,Review Sentiment
U003375,VVIP 忠誠高價值客,230.0,3.0,2928.62,195.88299229974683,Review Sentiment
U003377,即將流失的回購客,422.0,3.0,661.12,189.01753864361802,Review Sentiment
U003378,一般潛力客,594.0,1.0,699.56,219.19609325279106,Time Since Last Order
U003380,沉睡的高價值客,312.0,1.0,1702.83,217.18485821766444,Review Sentiment
U003384,VVIP 忠誠高價值客,2.0,4.0,1578.55,167.61850395693347,Review Sentiment
U003385,一般潛力客,267.0,1.0,957.87,181.80593966540673,Review Sentiment
U003399,VVIP 忠誠高價值客,128.0,3.0,1908.43,147.54582963993076,Review Sentiment
U003411,VVIP 忠誠高價值客,449.0,3.0,4933.11,348.8810795258201,Time Since Last Order
U003413,一般潛力客,198.0,1.0,40.24,185.8746733994654,Purchase Frequency
U003414,VVIP 忠誠高價值客,11.0,4.0,1456.3400000000001,140.2151377814958,Review Sentiment
U003424,近期新客,,,,175.3223686772879,Purchase Frequency
U003427,一般潛力客,552.0,1.0,1756.76,191.40719928432443,Time Since Last Order
U003430,一般潛力客,293.0,2.0,1034.65,178.10992325234997,Review Sentiment
U003431,VVIP 忠誠高價值客,385.0,2.0,758.59,105.48897305479326,Time Since Last Order
U003432,VVIP 忠誠高價值客,382.0,3.0,1707.8,103.01495014764794,Time Since Last Order
U003435,VVIP 忠誠高價值客,145.0,3.0,5420.68,130.1179158658632,Review Sentiment
U003437,一般潛力客,1.0,2.0,411.53,235.4762046894854,Time Since Last Order
U003438,近期新客,54.0,1.0,463.22,180.8656673546695,Review Sentiment
U003452,一般潛力客,123.0,1.0,148.33,200.71029543407334,Purchase Frequency
U003453,一般潛力客,361.0,2.0,494.8,226.79226304798826,Review Sentiment
U003455,VVIP 忠誠高價值客,244.0,4.0,1491.19,189.72853411611155,Review Sentiment
U003458,VVIP 忠誠高價值客,28.0,4.0,5577.13,115.89068458352241,Review Sentiment
U003459,VVIP 忠誠高價值客,78.0,3.0,1533.53,129.97566046077978,Review Sentiment
U003468,一般潛力客,141.0,1.0,338.39,193.03774276776917,Review Sentiment
U003471,一般潛力客,288.0,2.0,127.07,189.475218218613,Review Sentiment
U003474,沉睡的高價值客,227.0,4.0,2053.87,178.98756632312364,Review Sentiment
U003485,VVIP 忠誠高價值客,92.0,5.0,1720.49,157.68393572563213,Review Sentiment
U003487,一般潛力客,212.0,1.0,62.99,183.8200988829216,Purchase Frequency
U003488,一般潛力客,211.0,1.0,266.16,188.2960388954952,Purchase Frequency
U003505,一般潛力客,181.0,2.0,1098.67,180.03986343356388,Browsing Engagement
U003506,一般潛力客,244.0,2.0,1643.1,204.84027378542442,Review Sentiment
U003520,一般潛力客,240.0,1.0,935.69,256.9424892618132,Review Sentiment
U003528,VVIP 忠誠高價值客,47.0,4.0,1874.1899999999998,140.15057169902488,Review Sentiment
U003529,一般潛力客,187.0,2.0,652.55,298.64357211777497,Browsing Engagement
U003533,一般潛力客,93.0,2.0,3984.35,206.33671306660403,Time Since Last Order
U003538,一般潛力客,3.0,2.0,540.75,170.4420425032086,Time Since Last Order
U003540,近期新客,,,,215.38494615652408,Review Sentiment
U003547,VVIP 忠誠高價值客,167.0,2.0,1283.81,154.81629008465924,Review Sentiment
U003550,VVIP 忠誠高價值客,309.0,4.0,2518.1400000000003,216.5676033464585,Review Sentiment
U003555,一般潛力客,562.0,1.0,318.95,177.00732971750614,Time Since Last Order
U003558,VVIP 忠誠高價值客,67.0,3.0,2043.73,70.38003473104865,Browsing Engagement
U003560,一般潛力客,551.0,1.0,826.74,182.49921103271782,Time Since Last Order
U003564,沉睡的高價值客,255.0,4.0,2092.86,175.29976739075943,Review Sentiment
U003576,VVIP 忠誠高價值客,299.0,4.0,1115.49,136.28644529040776,Browsing Engagement
U003577,VVIP 忠誠高價值客,190.0,3.0,2390.79,158.9116399576948,Review Sentiment
U003584,沉睡的高價值客,271.0,1.0,2048.14,181.80593966540673,Review Sentiment
U003586,一般潛力客,79.0,2.0,2236.65,179.21214858467582,Review Sentiment
U003587,即將流失的回購客,288.0,3.0,807.03,181.76375780578834,Time Since Last Order
U003591,一般潛力客,3.0,2.0,1318.22,228.00164914194255,Review Sentiment
U003596,一般潛力客,218.0,1.0,347.88,229.7332478135595,Review Sentiment
U003601,近期新客,,,,180.8383083008605,Purchase Frequency
U003602,VVIP 忠誠高價值客,73.0,3.0,709.98,147.62209081431354,Review Sentiment
U003603,一般潛力客,202.0,2.0,611.68,177.60798920883036,Review Sentiment
U003606,沉睡的高價值客,246.0,2.0,2775.63,246.05896202419777,Review Sentiment
U003610,VVIP 忠誠高價值客,29.0,4.0,4908.65,104.85054629326865,Browsing Engagement
U003611,近期新客,,,,190.61496306549947,Purchase Frequency
U003617,沉睡的高價值客,499.0,2.0,2159.0,219.97112972233163,Review Sentiment
U003619,一般潛力客,,,,187.4635584302428,Review Sentiment
U003622,一般潛力客,413.0,2.0,627.79,218.51839992142504,Review Sentiment
U003623,一般潛力客,230.0,1.0,70.46,216.05699868787724,Time Since Last Order
U003628,一般潛力客,232.0,2.0,840.37,187.58088952675627,Time Since Last Order
U003633,一般潛力客,461.0,2.0,605.29,194.28690862591816,Review Sentiment
U003636,VVIP 忠誠高價值客,209.0,2.0,2593.7599999999998,176.50545173028522,Review Sentiment
U003639,一般潛力客,216.0,2.0,977.8100000000001,200.95069424195285,Review Sentiment
U003646,沉睡的高價值客,254.0,2.0,2917.0499999999997,188.4297749741621,Review Sentiment
U003653,一般潛力客,191.0,1.0,809.06,194.81141580218923,Review Sentiment
U003655,一般潛力客,548.0,1.0,298.12,265.9644239148851,Review Sentiment
U003660,沉睡的高價值客,362.0,1.0,1837.06,190.25154058274921,Purchase Frequency
U003661,VVIP 忠誠高價值客,40.0,4.0,1421.74,138.61018246395827,Review Sentiment
U003663,一般潛力客,240.0,1.0,3069.83,233.40992589370595,Review Sentiment
U003664,即將流失的回購客,229.0,3.0,759.12,169.85039226666058,Review Sentiment
U003665,即將流失的回購客,235.0,3.0,300.67,172.61404520707495,Time Since Last Order
U003669,VVIP 忠誠高價值客,27.0,3.0,2556.92,99.3477509949785,Cart Add Intensity
U003675,一般潛力客,157.0,4.0,473.33000000000004,230.51354711427643,Browsing Engagement
U003680,一般潛力客,217.0,1.0,141.72,202.2987552686249,Time Since Last Order
U003681,VVIP 忠誠高價值客,56.0,2.0,264.31,186.43894387757132,Review Sentiment
U003684,一般潛力客,395.0,1.0,102.66,176.41901381222192,Review Sentiment
U003686,VVIP 忠誠高價值客,39.0,4.0,3730.7799999999997,138.61018246395827,Review Sentiment
U003690,沉睡的高價值客,307.0,3.0,2569.21,192.87608193622927,Review Sentiment
U003692,沉睡的高價值客,300.0,2.0,2190.6,176.63653204935878,Review Sentiment
U003694,一般潛力客,324.0,1.0,1017.35,182.39690230639263,Review Sentiment
U003702,一般潛力客,108.0,2.0,925.64,170.24469337493855,Review Sentiment
U003708,VVIP 忠誠高價值客,318.0,4.0,1155.78,139.2692541397177,Time Since Last Order
U003711,VVIP 忠誠高價值客,560.0,2.0,6713.34,251.74967736835947,Time Since Last Order
U003713,VVIP 忠誠高價值客,211.0,3.0,1753.54,110.88299243870028,Browsing Engagement
U003716,沉睡的高價值客,224.0,3.0,1447.78,204.43567734014135,Review Sentiment
U003718,VVIP 忠誠高價值客,44.0,4.0,8164.62,143.54953924427528,Review Sentiment
U003721,一般潛力客,404.0,2.0,455.71000000000004,185.23053825786468,Review Sentiment
U003724,VVIP 忠誠高價值客,26.0,3.0,1843.2,138.81789288589164,Review Sentiment
U003725,近期新客,,,,186.2832708733129,Time Since Last Order
U003731,VVIP 忠誠高價值客,175.0,3.0,1175.41,148.1714570575371,Review Sentiment
U003734,VVIP 忠誠高價值客,23.0,5.0,2873.9500000000003,137.24569143895624,Review Sentiment
U003735,即將流失的回購客,182.0,4.0,880.25,169.67109671420408,Review Sentiment
U003739,VVIP 忠誠高價值客,62.0,3.0,2014.58,136.2670298881541,Review Sentiment
U003744,VVIP 忠誠高價值客,18.0,3.0,1600.5,138.9120082156599,Review Sentiment
U003747,一般潛力客,496.0,1.0,505.58,226.32502278825837,Review Sentiment
U003748,一般潛力客,212.0,1.0,664.92,170.56392952049524,Purchase Frequency
U003751,即將流失的回購客,253.0,3.0,1121.6,171.75505960846664,Review Sentiment
U003755,VVIP 忠誠高價值客,123.0,3.0,2989.71,152.879964232198,Browsing Engagement
U003760,一般潛力客,108.0,2.0,448.77,172.61230597335867,Review Sentiment
U003766,一般潛力客,143.0,1.0,675.24,181.27993934163638,Purchase Frequency
U003768,一般潛力客,164.0,2.0,2028.6599999999999,195.3191180839944,Review Sentiment
U003779,VVIP 忠誠高價值客,101.0,3.0,1128.15,133.71437844478174,Review Sentiment
U003782,VVIP 忠誠高價值客,109.0,3.0,1426.83,153.80039391476134,Review Sentiment
U003784,VVIP 忠誠高價值客,7.0,4.0,2937.33,130.03706052451906,Review Sentiment
U003788,一般潛力客,254.0,1.0,1181.94,186.97502036308114,Review Sentiment
U003792,VVIP 忠誠高價值客,196.0,3.0,698.4200000000001,144.93300191402918,Review Sentiment
U003794,一般潛力客,239.0,1.0,28.66,276.0105370172563,Time Since Last Order
U003796,VVIP 忠誠高價值客,112.0,3.0,1664.4499999999998,131.70619261019064,Review Sentiment
U003799,沉睡的高價值客,548.0,1.0,3771.26,264.4521996593278,Time Since Last Order
U003801,VVIP 忠誠高價值客,162.0,3.0,1330.88,149.92169310373546,Review Sentiment
U003811,沉睡的高價值客,316.0,4.0,1668.1,224.53212178558624,Review Sentiment
U003814,沉睡的高價值客,272.0,1.0,3954.5,210.4970493628428,Review Sentiment
U003817,VVIP 忠誠高價值客,178.0,3.0,1595.67,128.74264991547503,Review Sentiment
U003822,一般潛力客,70.0,1.0,1047.18,173.77280121195386,Review Sentiment
U003824,一般潛力客,311.0,1.0,232.32,180.21575523967505,Purchase Frequency
U003827,VVIP 忠誠高價值客,125.0,5.0,4002.08,135.47628285267893,Review Sentiment
U003830,VVIP 忠誠高價值客,49.0,5.0,3202.31,141.27697960634438,Review Sentiment
U003836,沉睡的高價值客,291.0,3.0,2058.15,170.33083342034274,Review Sentiment
U003838,VVIP 忠誠高價值客,95.0,4.0,2004.32,156.89364661625035,Time Since Last Order
U003840,一般潛力客,267.0,1.0,70.2,181.80593966540673,Review Sentiment
U003842,VVIP 忠誠高價值客,61.0,3.0,1784.99,147.62209081431354,Review Sentiment
U003846,VVIP 忠誠高價值客,15.0,4.0,2358.12,155.78731542287224,Review Sentiment
U003849,一般潛力客,307.0,1.0,438.15,201.70299423902557,Review Sentiment
U003850,一般潛力客,297.0,2.0,795.46,171.8185538249757,Review Sentiment
U003852,VVIP 忠誠高價值客,119.0,4.0,8072.75,131.86794548427983,Time Since Last Order
U003853,VVIP 忠誠高價值客,17.0,4.0,2166.12,108.06992747299603,Cart Add Intensity
U003857,一般潛力客,137.0,1.0,556.56,181.27993934163638,Purchase Frequency
U003858,一般潛力客,94.0,2.0,1807.25,169.709863196486,Review Sentiment
U003869,沉睡的高價值客,233.0,2.0,2739.21,183.63174097765648,Time Since Last Order
U003871,一般潛力客,100.0,2.0,378.66,186.38509013669739,Browsing Engagement
U003873,一般潛力客,360.0,2.0,1061.99,178.37788827758806,Review Sentiment
U003877,VVIP 忠誠高價值客,94.0,3.0,1142.1,134.8379301223136,Time Since Last Order
U003881,一般潛力客,178.0,2.0,937.2,177.75248798346993,Review Sentiment
U003884,一般潛力客,249.0,1.0,115.26,194.85952839363955,Review Sentiment
U003886,沉睡的高價值客,269.0,2.0,1673.8,186.21267549352427,Review Sentiment
U003887,VVIP 忠誠高價值客,54.0,5.0,3442.09,135.70530220388963,Review Sentiment
