user_id,compound_score,risk_flag,segment,total_views,total_cart_adds,automation_trigger,recency,frequency,monetary,recency_score,monetary_score,frequency_score,actual_profit,predicted_profit_90_days,prob_minmax,prob_sigmoid,primary_driver,primary_barrier
U002731,0.12287999999999999,1.0,VVIP Loyal High-Value Customer,0.0,2.0,Trigger: VIP Concierge Outreach,42.0,4.0,3572.71,5.0,5.0,4.0,,151.8394291198448,0.212038151239928,0.6041267565715026,Review Sentiment,Time Since Last Order
U002733,0.0,0.0,Recent New Customer,5.0,1.0,Keep Current Strategy,30.0,1.0,1225.23,5.0,4.0,1.0,,69.72125378691594,0.03988642849897925,0.2111398955938261,Purchase Frequency,Review Sentiment
U002734,0.0,0.0,General Potential Customer,0.0,1.0,Keep Current Strategy,267.0,3.0,1140.96,2.0,4.0,3.0,6.620000000000001,66.50201232719107,0.03313764284995749,0.19999746307777258,Browsing Engagement,Review Sentiment
U002735,0.0,0.0,General Potential Customer,7.0,1.0,Keep Current Strategy,363.0,1.0,491.31,2.0,2.0,1.0,,107.55873128458268,0.11920853848238538,0.3737923939003848,Time Since Last Order,Review Sentiment
U002736,0.5048,0.0,Recent New Customer,8.0,0.0,Keep Current Strategy,,,,,,,191.4475,175.3223686772879,0.2612675512289745,0.7151411564685126,Purchase Frequency,Browsing Engagement
U002737,0.0,0.0,Recent New Customer,6.0,1.0,Keep Current Strategy,,,,,,,-14.18,95.98589737841473,0.0949473650470962,0.31836306183923596,Time Since Last Order,Review Sentiment
U002738,-0.4404,1.0,Dormant High-Value Customer,8.0,1.0,Keep Current Strategy,224.0,2.0,2601.34,3.0,5.0,2.0,,157.18031528840294,0.22323473166993543,0.6308598104995068,Time Since Last Order,Purchase Frequency
U002739,0.6696,0.0,General Potential Customer,8.0,2.0,Keep Current Strategy,416.0,2.0,681.32,1.0,3.0,2.0,,131.68065641764161,0.1697775014512826,0.49884003776026375,Time Since Last Order,Review Sentiment
U002740,0.2990833333333333,1.0,VVIP Loyal High-Value Customer,5.0,1.0,Trigger: VIP Concierge Outreach,38.0,4.0,2676.42,5.0,5.0,4.0,,140.15057169902488,0.187533747267126,0.5436156530145015,Review Sentiment,Time Since Last Order
U002741,0.4404,0.0,General Potential Customer,3.0,0.0,Keep Current Strategy,90.0,2.0,1659.4900000000002,4.0,4.0,2.0,,150.34894658303458,0.2089135185336252,0.5965461292730736,Time Since Last Order,Purchase Frequency
U002742,0.0,0.0,General Potential Customer,5.0,1.0,Keep Current Strategy,354.0,2.0,1185.49,2.0,4.0,2.0,,100.41160912130877,0.1042253829500164,0.33905964166782304,Time Since Last Order,Review Sentiment
U002743,0.0,0.0,Dormant High-Value Customer,7.0,0.0,Keep Current Strategy,544.0,2.0,3378.86,1.0,5.0,2.0,,109.02537987255701,0.12228320593635297,0.3810978329120879,Time Since Last Order,Review Sentiment
U002744,0.0,0.0,Recent New Customer,6.0,2.0,Keep Current Strategy,22.0,1.0,148.82,5.0,1.0,1.0,,97.3187207873262,0.09774148273204633,0.32452550555941945,Purchase Frequency,Review Sentiment
U002745,0.0,0.0,General Potential Customer,2.0,4.0,Keep Current Strategy,231.0,1.0,355.04,3.0,2.0,1.0,,85.08676884173914,0.07209854082083073,0.2704488077941886,Cart Add Intensity,Review Sentiment
U002746,0.0,0.0,General Potential Customer,6.0,0.0,Keep Current Strategy,332.0,1.0,245.96,2.0,2.0,1.0,,86.6185993902819,0.07530985508603097,0.27690329284822035,Time Since Last Order,Review Sentiment
U002747,0.28595,0.0,General Potential Customer,7.0,2.0,Keep Current Strategy,292.0,2.0,1540.29,2.0,4.0,2.0,-9.82,177.53280487435546,0.26590148759922816,0.7245896757137297,Review Sentiment,Purchase Frequency
U002748,0.0,0.0,General Potential Customer,6.0,1.0,Keep Current Strategy,119.0,2.0,1457.12,4.0,4.0,2.0,,59.26424137960716,0.017964452111374152,0.17657336794310324,Browsing Engagement,Review Sentiment
U002749,0.0,0.0,Recent New Customer,5.0,1.0,Keep Current Strategy,,,,,,,9.587499999999999,90.61042345935995,0.08367827520233873,0.294161994825791,Time Since Last Order,Review Sentiment
U002750,0.0,0.0,General Potential Customer,3.0,0.0,Keep Current Strategy,237.0,2.0,566.15,3.0,2.0,2.0,,61.94758342243222,0.02358978357426547,0.1849964336838341,Time Since Last Order,Review Sentiment
U002752,0.4201,0.0,General Potential Customer,6.0,2.0,Keep Current Strategy,473.0,1.0,332.94,1.0,2.0,1.0,,196.44574182681487,0.3055503797629493,0.7970994995126501,Time Since Last Order,Browsing Engagement
U002753,0.37346666666666667,0.0,At-Risk Repeat Customer,3.0,0.0,Keep Current Strategy,87.0,5.0,2709.08,4.0,5.0,4.0,,134.54718565454922,0.17578686471855257,0.5140276732417477,Review Sentiment,Time Since Last Order
U002754,0.12135,0.0,VVIP Loyal High-Value Customer,8.0,1.0,Keep Current Strategy,38.0,7.0,4549.97,5.0,5.0,5.0,,130.87766663411008,0.1680941216876932,0.49458476160762305,Review Sentiment,Time Since Last Order
U002755,0.0,0.0,General Potential Customer,6.0,0.0,Keep Current Strategy,309.0,1.0,95.02,2.0,1.0,1.0,,75.06996231220069,0.05109940763951476,0.2306428220213102,Time Since Last Order,Review Sentiment
U002756,0.3374333333333333,0.0,General Potential Customer,5.0,1.0,Keep Current Strategy,6.0,3.0,4778.26,5.0,5.0,3.0,,137.8719852056916,0.18275694129632544,0.5316090920359051,Review Sentiment,Purchase Frequency
U002757,-0.4404,1.0,VVIP Loyal High-Value Customer,5.0,1.0,Trigger: VIP Concierge Outreach,40.0,4.0,2581.92,5.0,5.0,4.0,,114.69857178356665,0.1341764288064512,0.40983933534886885,Cart Add Intensity,Purchase Frequency
U002758,0.38005,0.0,General Potential Customer,6.0,1.0,Keep Current Strategy,119.0,2.0,1086.02,4.0,3.0,2.0,,154.96374784839685,0.21858794182321153,0.6198519610161247,Review Sentiment,Time Since Last Order
U002759,0.0,0.0,Recent New Customer,4.0,0.0,Keep Current Strategy,,,,,,,10.385000000000002,84.96289510254518,0.07183885315097999,0.2699310135060452,Time Since Last Order,Review Sentiment
U002760,-0.4404,1.0,At-Risk Repeat Customer,8.0,0.0,Keep Current Strategy,122.0,3.0,4035.49,4.0,5.0,3.0,,136.56964139919657,0.1800267207455137,0.5247292705776767,Browsing Engagement,Purchase Frequency
U002762,0.4215,0.0,General Potential Customer,5.0,1.0,Keep Current Strategy,359.0,1.0,885.92,2.0,3.0,1.0,,174.21280356185906,0.25894147000103784,0.710325488839197,Review Sentiment,Browsing Engagement
U002763,0.0,0.0,General Potential Customer,7.0,2.0,Keep Current Strategy,30.0,3.0,736.0,5.0,3.0,3.0,,86.7860235446229,0.07566084141130425,0.27761448226912594,Cart Add Intensity,Review Sentiment
U002764,0.0,0.0,General Potential Customer,6.0,0.0,Keep Current Strategy,445.0,1.0,115.81,1.0,1.0,1.0,,87.4540495216275,0.07706128439863069,0.28046330990052243,Time Since Last Order,Review Sentiment
U002765,0.0,0.0,Recent New Customer,4.0,3.0,Keep Current Strategy,21.0,1.0,1610.83,5.0,4.0,1.0,,101.17340195859096,0.10582239784687877,0.3426878740829808,Purchase Frequency,Review Sentiment
U002766,0.0,0.0,General Potential Customer,9.0,2.0,Keep Current Strategy,318.0,1.0,112.6,2.0,1.0,1.0,,92.10345874052408,0.08680825945641354,0.30077597454578703,Purchase Frequency,Review Sentiment
U002767,0.34,0.0,General Potential Customer,7.0,1.0,Keep Current Strategy,104.0,2.0,318.90999999999997,4.0,2.0,2.0,,164.37761834193233,0.23832308591953275,0.66562806335636,Review Sentiment,Purchase Frequency
U002768,0.08881666666666665,0.0,At-Risk Repeat Customer,12.0,2.0,Keep Current Strategy,161.0,5.0,4920.1,3.0,5.0,4.0,,224.09219150475943,0.3635081207920613,0.8759168162614985,Browsing Engagement,Purchase Frequency
U002769,-0.19236666666666666,1.0,Dormant High-Value Customer,7.0,1.0,Keep Current Strategy,229.0,3.0,2679.02,3.0,5.0,3.0,,147.51889389847128,0.20298062434643718,0.58202757676153,Time Since Last Order,Purchase Frequency
U002770,0.0,0.0,General Potential Customer,7.0,1.0,Keep Current Strategy,184.0,2.0,509.95000000000005,3.0,2.0,2.0,,75.8319770014031,0.05269688762452732,0.23352164312623422,Browsing Engagement,Review Sentiment
U002771,0.5719,0.0,General Potential Customer,7.0,4.0,Keep Current Strategy,547.0,1.0,33.84,1.0,1.0,1.0,75.34,142.51657655761227,0.19249381622589093,0.5560292492692672,Time Since Last Order,Review Sentiment
U002772,0.0,0.0,Recent New Customer,5.0,1.0,Keep Current Strategy,14.0,1.0,508.49,5.0,2.0,1.0,,82.50412845676775,0.06668431930786334,0.25978351250753784,Purchase Frequency,Review Sentiment
U002773,0.26668,0.0,VVIP Loyal High-Value Customer,7.0,3.0,Keep Current Strategy,16.0,4.0,3012.88,5.0,5.0,4.0,314.4325,145.33735546000145,0.19840726894873648,0.5707367418527136,Review Sentiment,Time Since Last Order
U002774,0.6696,0.0,General Potential Customer,10.0,0.0,Keep Current Strategy,175.0,2.0,346.33000000000004,3.0,2.0,2.0,,143.57652206666307,0.19471587540651494,0.5615687421739631,Time Since Last Order,Review Sentiment
U002775,-0.1589,1.0,General Potential Customer,5.0,1.0,Keep Current Strategy,234.0,2.0,988.2,3.0,3.0,2.0,2.8550000000000004,138.82856255654605,0.18476230050233464,0.5366548558930524,Time Since Last Order,Review Sentiment
U002776,-0.4767,0.0,General Potential Customer,7.0,1.0,Keep Current Strategy,491.0,2.0,271.48,1.0,2.0,2.0,,90.41386161144082,0.08326620490721548,0.2932975903759842,Browsing Engagement,Review Sentiment
U002777,0.0,0.0,Recent New Customer,6.0,0.0,Keep Current Strategy,47.0,1.0,5.55,5.0,1.0,1.0,,61.14897936860358,0.021915598010629644,0.1824576051247219,Purchase Frequency,Review Sentiment
U002778,0.0,0.0,General Potential Customer,8.0,3.0,Keep Current Strategy,352.0,1.0,12.81,2.0,1.0,1.0,,90.11445759862983,0.08263853732458842,0.29198378520239215,Purchase Frequency,Review Sentiment
U002779,-0.4404,0.0,Dormant High-Value Customer,6.0,1.0,Keep Current Strategy,218.0,3.0,2203.98,3.0,5.0,3.0,,160.85524597678636,0.2309388196674326,0.6488092229715317,Browsing Engagement,Purchase Frequency
U002780,-0.4404,1.0,General Potential Customer,5.0,1.0,Keep Current Strategy,348.0,1.0,2592.57,2.0,5.0,1.0,153.7,117.37005956697257,0.13977690911827215,0.4236032730843941,Purchase Frequency,Review Sentiment
U002781,0.0,0.0,Recent New Customer,5.0,0.0,Keep Current Strategy,14.0,1.0,1312.97,5.0,4.0,1.0,,70.81036665786212,0.04216963384581729,0.21501094655408748,Purchase Frequency,Review Sentiment
U002782,0.0,0.0,General Potential Customer,2.0,0.0,Keep Current Strategy,65.0,2.0,293.36,4.0,2.0,2.0,,65.87239930525236,0.031817728398041756,0.19787056443932177,Browsing Engagement,Review Sentiment
U002783,0.11459999999999998,0.0,At-Risk Repeat Customer,4.0,0.0,Keep Current Strategy,149.0,3.0,1323.8799999999999,3.0,4.0,3.0,,134.43663407890017,0.1755551054993231,0.5134422416234375,Review Sentiment,Purchase Frequency
U002785,0.0,0.0,Recent New Customer,5.0,0.0,Keep Current Strategy,51.0,1.0,33.76,5.0,1.0,1.0,,55.77350544954878,0.010646508165872162,0.16607065895465523,Purchase Frequency,Review Sentiment
U002786,0.0,0.0,Recent New Customer,3.0,2.0,Keep Current Strategy,,,,,,,410.7225,99.57462493791425,0.10247073766602025,0.33509499013015814,Time Since Last Order,Review Sentiment
U002787,0.14049999999999999,1.0,General Potential Customer,4.0,2.0,Keep Current Strategy,345.0,1.0,1135.45,2.0,4.0,1.0,-5.022500000000001,194.01558193623706,0.30045581683576783,0.7886402777956026,Review Sentiment,Browsing Engagement
U002788,0.007719999999999982,1.0,VVIP Loyal High-Value Customer,5.0,2.0,Trigger: VIP Concierge Outreach,417.0,3.0,3117.71,1.0,5.0,3.0,195.405,241.84902595242085,0.4007333712094917,0.9113904688921204,Review Sentiment,Time Since Last Order
U002789,0.6696,0.0,At-Risk Repeat Customer,4.0,0.0,Keep Current Strategy,70.0,3.0,570.22,4.0,2.0,3.0,,101.22696266509719,0.10593468197714456,0.34294366983491575,Cart Add Intensity,Purchase Frequency
U002790,0.4201,0.0,General Potential Customer,10.0,1.0,Keep Current Strategy,206.0,1.0,958.29,3.0,3.0,1.0,,199.21690386777422,0.31135981619296427,0.8064346159344248,Review Sentiment,Time Since Last Order
U002791,-0.45855,1.0,At-Risk Repeat Customer,6.0,2.0,Keep Current Strategy,251.0,3.0,487.87,2.0,2.0,3.0,,168.3465646870599,0.24664354540380626,0.6840855728028581,Time Since Last Order,Purchase Frequency
U002792,0.0,0.0,General Potential Customer,1.0,1.0,Keep Current Strategy,332.0,1.0,23.28,2.0,1.0,1.0,,93.10183396943697,0.08890124331659344,0.30524559991212313,Time Since Last Order,Review Sentiment
U002793,0.2202,0.0,Recent New Customer,7.0,1.0,Keep Current Strategy,,,,,,,32.85,185.55749092770708,0.28272435930745754,0.757211591151621,Review Sentiment,Browsing Engagement
U002794,0.0,0.0,General Potential Customer,5.0,2.0,Keep Current Strategy,235.0,1.0,21.91,3.0,1.0,1.0,,75.12349856437697,0.051211640503967426,0.2308442629750774,Time Since Last Order,Review Sentiment
U002795,0.0,0.0,General Potential Customer,5.0,2.0,Keep Current Strategy,111.0,2.0,440.25,4.0,2.0,2.0,,77.99635783533951,0.057234273991418894,0.2418340205103474,Cart Add Intensity,Review Sentiment
U002796,0.0,0.0,At-Risk Repeat Customer,1.0,4.0,Keep Current Strategy,195.0,3.0,205.63,3.0,1.0,3.0,,85.3996612299026,0.07275448529885264,0.27175948307208087,Cart Add Intensity,Review Sentiment
U002797,0.0,0.0,At-Risk Repeat Customer,9.0,1.0,Keep Current Strategy,226.0,3.0,1234.99,3.0,4.0,3.0,,60.86416720322419,0.021318520631244897,0.18155873535529554,Time Since Last Order,Review Sentiment
U002798,0.4215,0.0,General Potential Customer,7.0,0.0,Keep Current Strategy,88.0,2.0,708.8,4.0,3.0,2.0,,152.43594249632352,0.21328867592563241,0.6071468911433016,Review Sentiment,Purchase Frequency
U002799,0.0,0.0,General Potential Customer,9.0,0.0,Keep Current Strategy,567.0,1.0,507.36,1.0,2.0,1.0,,72.98556526240135,0.04672969847897504,0.22289571798796778,Time Since Last Order,Review Sentiment
U002800,0.34,0.0,General Potential Customer,5.0,1.0,Keep Current Strategy,424.0,1.0,1216.95,1.0,4.0,1.0,,187.03358126392612,0.28581882034816064,0.7629177095650326,Review Sentiment,Browsing Engagement
U002802,0.0,0.0,General Potential Customer,4.0,1.0,Keep Current Strategy,66.0,2.0,343.12,4.0,2.0,2.0,,67.17352518615441,0.034545395701802484,0.20228474956126702,Browsing Engagement,Review Sentiment
U002803,0.0,0.0,General Potential Customer,7.0,2.0,Keep Current Strategy,204.0,2.0,795.6800000000001,3.0,3.0,2.0,,82.02941705111127,0.06568913905748372,0.25785311426789753,Cart Add Intensity,Review Sentiment
U002805,0.0,0.0,General Potential Customer,8.0,0.0,Keep Current Strategy,400.0,2.0,285.40999999999997,1.0,2.0,2.0,,94.910739052566,0.09269341386925123,0.3134377419292128,Time Since Last Order,Review Sentiment
U002806,0.0,0.0,General Potential Customer,2.0,1.0,Keep Current Strategy,290.0,1.0,133.04,2.0,1.0,1.0,-13.9125,66.06285400765503,0.03221699573428988,0.19851213724195585,Purchase Frequency,Review Sentiment
U002807,0.0,0.0,General Potential Customer,8.0,1.0,Keep Current Strategy,359.0,1.0,447.76,2.0,2.0,1.0,,98.32201382673851,0.09984477624104826,0.32920492627954134,Time Since Last Order,Review Sentiment
U002808,-0.01015000000000002,0.0,VVIP Loyal High-Value Customer,4.0,0.0,Keep Current Strategy,196.0,3.0,1106.6599999999999,3.0,3.0,3.0,43.685,104.98007288382205,0.11380266476135359,0.3610881596239201,Cart Add Intensity,Review Sentiment
U002809,-0.01815,1.0,General Potential Customer,9.0,0.0,Keep Current Strategy,7.0,3.0,669.92,5.0,3.0,3.0,,153.18760951207187,0.21486446315134708,0.6109409020975697,Review Sentiment,Purchase Frequency
U002810,0.0,0.0,Dormant High-Value Customer,7.0,1.0,Keep Current Strategy,262.0,1.0,1609.31,2.0,4.0,1.0,,67.91776564949024,0.036105613977200635,0.204842505123394,Purchase Frequency,Review Sentiment
U002811,0.21005,0.0,Recent New Customer,8.0,1.0,Keep Current Strategy,,,,,,,256.285,185.55749092770708,0.28272435930745754,0.757211591151621,Review Sentiment,Browsing Engagement
U002812,0.0,0.0,General Potential Customer,6.0,0.0,Keep Current Strategy,184.0,1.0,103.56,3.0,1.0,1.0,,66.6863423309239,0.03352407042907504,0.20062338454837567,Purchase Frequency,Review Sentiment
U002814,0.36369999999999997,0.0,General Potential Customer,3.0,1.0,Keep Current Strategy,457.0,1.0,869.22,1.0,3.0,1.0,1570.0275,328.5438567579771,0.582479548781059,0.9847604880142052,Time Since Last Order,Cart Add Intensity
U002815,-0.009450000000000014,1.0,General Potential Customer,7.0,0.0,Keep Current Strategy,302.0,1.0,746.91,2.0,3.0,1.0,15.782499999999999,94.18782272519077,0.09117789929953937,0.31014945257547527,Purchase Frequency,Review Sentiment
U002816,0.5549999999999999,0.0,At-Risk Repeat Customer,5.0,0.0,Keep Current Strategy,177.0,3.0,315.99,3.0,2.0,3.0,,129.94192074935364,0.16613243335919017,0.48962700477394233,Time Since Last Order,Purchase Frequency
U002817,-0.01815,1.0,Dormant High-Value Customer,5.0,2.0,Keep Current Strategy,399.0,2.0,1818.23,1.0,4.0,2.0,,139.50772472093118,0.18618608928168043,0.5402328173609932,Cart Add Intensity,Time Since Last Order
U002818,0.0,0.0,Dormant High-Value Customer,10.0,1.0,Keep Current Strategy,200.0,3.0,2078.51,3.0,4.0,3.0,,63.65591720322419,0.02717111745300263,0.19051885274889532,Browsing Engagement,Review Sentiment
U002820,-0.4404,0.0,At-Risk Repeat Customer,9.0,1.0,Keep Current Strategy,103.0,3.0,1370.6999999999998,4.0,4.0,3.0,,124.11893441449448,0.15392518295477162,0.45885952092323573,Browsing Engagement,Purchase Frequency
U002821,0.0,0.0,General Potential Customer,8.0,1.0,Keep Current Strategy,407.0,1.0,47.96,1.0,1.0,1.0,,89.81058110950532,0.08200149368727958,0.29065389707711414,Purchase Frequency,Review Sentiment
U002822,0.06574999999999998,1.0,General Potential Customer,10.0,0.0,Keep Current Strategy,511.0,1.0,134.03,1.0,1.0,1.0,331.36,272.3265844324364,0.46462622045998847,0.9515150274445834,Time Since Last Order,Cart Add Intensity
U002823,0.0,0.0,General Potential Customer,10.0,1.0,Keep Current Strategy,46.0,2.0,274.05,5.0,2.0,2.0,,71.40702602342594,0.043420464581581886,0.2171534040593285,Browsing Engagement,Review Sentiment
U002824,0.5606333333333333,0.0,General Potential Customer,3.0,2.0,Keep Current Strategy,298.0,2.0,219.02,2.0,1.0,2.0,,122.49256017766774,0.15051566824556026,0.45031178949052453,Cart Add Intensity,Review Sentiment
U002826,0.463125,0.0,At-Risk Repeat Customer,7.0,0.0,Keep Current Strategy,122.0,3.0,2806.81,4.0,5.0,3.0,,149.16281921811614,0.2064269329704044,0.5904801492670205,Time Since Last Order,Purchase Frequency
U002828,0.39339999999999997,0.0,VVIP Loyal High-Value Customer,3.0,3.0,Keep Current Strategy,71.0,4.0,873.09,4.0,3.0,4.0,142.32,149.3675042317986,0.20685603258911647,0.5915289531317864,Review Sentiment,Time Since Last Order
U002829,0.0,0.0,General Potential Customer,3.0,2.0,Keep Current Strategy,160.0,1.0,99.78,3.0,1.0,1.0,,82.56567972132633,0.06681335476423683,0.2600344944742708,Purchase Frequency,Review Sentiment
U002830,-0.07040000000000002,1.0,General Potential Customer,4.0,0.0,Keep Current Strategy,40.0,2.0,1069.04,5.0,3.0,2.0,252.28500000000003,137.3291088013065,0.1816188606233026,0.528742577465964,Review Sentiment,Browsing Engagement
U002831,0.0,0.0,General Potential Customer,3.0,0.0,Keep Current Strategy,409.0,1.0,83.6,1.0,1.0,1.0,,86.8057887007246,0.0757022768871822,0.27769851548394,Time Since Last Order,Review Sentiment
U002832,0.0,0.0,Recent New Customer,4.0,1.0,Keep Current Strategy,57.0,1.0,346.41,5.0,2.0,1.0,,89.04275258907921,0.08039182564454622,0.2873095539899709,Purchase Frequency,Review Sentiment
U002834,0.48423333333333335,0.0,VVIP Loyal High-Value Customer,9.0,2.0,Keep Current Strategy,6.0,4.0,2511.01,5.0,5.0,4.0,,97.7671686906548,0.09868160443841145,0.326612833506467,Cart Add Intensity,Review Sentiment
U002835,-0.4767,1.0,Recent New Customer,4.0,2.0,Keep Current Strategy,,,,,,,13.625,132.2206939697549,0.17090963078275137,0.5017019859983491,Time Since Last Order,Review Sentiment
U002836,-0.45249999999999996,1.0,At-Risk Repeat Customer,2.0,0.0,Keep Current Strategy,123.0,4.0,4073.08,4.0,5.0,4.0,,90.89091834083268,0.08426630187085368,0.29539807386723754,Cart Add Intensity,Review Sentiment
U002837,0.21005,0.0,General Potential Customer,1.0,0.0,Keep Current Strategy,92.0,2.0,2239.01,4.0,5.0,2.0,,159.57881818517848,0.22826292919143457,0.6426193591924786,Review Sentiment,Browsing Engagement
U002838,0.0,0.0,General Potential Customer,5.0,1.0,Keep Current Strategy,182.0,2.0,128.27,3.0,1.0,2.0,,73.82389887102605,0.04848717268454844,0.22598907104139637,Purchase Frequency,Review Sentiment
U002840,0.0,0.0,General Potential Customer,5.0,1.0,Keep Current Strategy,550.0,1.0,555.49,1.0,2.0,1.0,,66.39348386006444,0.03291012485523176,0.19962962320283273,Time Since Last Order,Review Sentiment
U002841,0.14049999999999999,0.0,General Potential Customer,5.0,1.0,Keep Current Strategy,67.0,3.0,674.01,4.0,3.0,3.0,50.370000000000005,140.29831805554224,0.18784348125354308,0.5443925776928702,Review Sentiment,Time Since Last Order
U002842,0.33066666666666666,0.0,At-Risk Repeat Customer,5.0,2.0,Keep Current Strategy,130.0,3.0,1921.33,4.0,4.0,3.0,,147.54582963993076,0.20303709216585417,0.5821664756892982,Review Sentiment,Purchase Frequency
U002843,0.10123333333333334,1.0,At-Risk Repeat Customer,10.0,4.0,Keep Current Strategy,103.0,4.0,682.39,4.0,3.0,4.0,,191.90923063778953,0.29604008300759577,0.7811016620830569,Review Sentiment,Time Since Last Order
U002844,0.496,0.0,Dormant High-Value Customer,3.0,6.0,Keep Current Strategy,238.0,1.0,1280.15,2.0,4.0,1.0,,160.47586492804604,0.23014348902532897,0.6469745756975639,Time Since Last Order,Browsing Engagement
U002845,0.10123333333333334,0.0,General Potential Customer,6.0,1.0,Keep Current Strategy,30.0,3.0,622.39,5.0,3.0,3.0,,151.90377361200143,0.21217304239074505,0.6044529182792592,Review Sentiment,Purchase Frequency
U002847,0.07639999999999998,1.0,VVIP Loyal High-Value Customer,4.0,1.0,Trigger: VIP Concierge Outreach,52.0,5.0,2197.7799999999997,5.0,5.0,4.0,,140.27495031431874,0.18779449335419093,0.5442697126373485,Review Sentiment,Time Since Last Order
U002848,0.0,0.0,Dormant High-Value Customer,7.0,2.0,Keep Current Strategy,408.0,2.0,4613.6900000000005,1.0,5.0,2.0,,81.04655434812413,0.06362867550174747,0.25388619796291584,Time Since Last Order,Review Sentiment
U002849,0.33066666666666666,0.0,General Potential Customer,8.0,1.0,Keep Current Strategy,22.0,3.0,2080.26,5.0,4.0,3.0,,136.2670298881541,0.17939232899562405,0.5231292398164364,Review Sentiment,Time Since Last Order
U002850,-0.4767,0.0,At-Risk Repeat Customer,6.0,0.0,Keep Current Strategy,158.0,3.0,2269.12,3.0,5.0,3.0,,89.87141246605437,0.08212901993569083,0.29091983370274205,Browsing Engagement,Review Sentiment
U002851,0.5037333333333333,0.0,General Potential Customer,3.0,2.0,Keep Current Strategy,71.0,2.0,5964.26,4.0,5.0,2.0,,116.44439979092218,0.1378363652073412,0.4188195409249811,Cart Add Intensity,Time Since Last Order
U002852,0.0,0.0,General Potential Customer,7.0,3.0,Keep Current Strategy,307.0,2.0,176.08999999999997,2.0,1.0,2.0,120.51750000000001,90.51753629940607,0.08348354748777684,0.29375332715840774,Cart Add Intensity,Review Sentiment
U002853,-0.19068000000000002,1.0,VVIP Loyal High-Value Customer,3.0,2.0,Trigger: VIP Concierge Outreach,11.0,5.0,1384.63,5.0,4.0,4.0,,103.65305324661976,0.11102071404545846,0.35462405520464285,Time Since Last Order,Review Sentiment
U002854,0.4215,0.0,General Potential Customer,11.0,1.0,Keep Current Strategy,485.0,1.0,169.58,1.0,1.0,1.0,,227.18710675686413,0.36999627022094184,0.8828733161251642,Review Sentiment,Cart Add Intensity
U002855,0.5719,0.0,At-Risk Repeat Customer,3.0,2.0,Keep Current Strategy,60.0,3.0,655.48,5.0,3.0,3.0,,89.86809166168818,0.08212205823457891,0.2909053124298469,Cart Add Intensity,Time Since Last Order
U002856,0.4946,0.0,General Potential Customer,4.0,0.0,Keep Current Strategy,289.0,3.0,846.1,2.0,3.0,3.0,73.9575,116.40077947754449,0.13774492001796593,0.4185944835699262,Time Since Last Order,Purchase Frequency
U002857,0.0,0.0,General Potential Customer,7.0,0.0,Keep Current Strategy,326.0,1.0,96.63,2.0,1.0,1.0,,84.95699506236653,0.07182648436566691,0.2699063668345479,Purchase Frequency,Review Sentiment
U002858,0.43982499999999997,0.0,Dormant High-Value Customer,1.0,3.0,Keep Current Strategy,237.0,2.0,1967.15,3.0,4.0,2.0,,148.8436725766726,0.20575787713826074,0.5888432048758006,Time Since Last Order,Review Sentiment
U002859,0.0,0.0,General Potential Customer,10.0,0.0,Keep Current Strategy,114.0,2.0,1067.31,4.0,3.0,2.0,,54.132635733931124,0.007206605279674469,0.161309236215233,Browsing Engagement,Review Sentiment
U002861,0.30396666666666666,0.0,General Potential Customer,5.0,2.0,Keep Current Strategy,149.0,2.0,3153.71,3.0,5.0,2.0,,156.9250368156032,0.22269956842875302,0.6295987262707291,Review Sentiment,Time Since Last Order
U002862,0.5597333333333333,0.0,At-Risk Repeat Customer,6.0,1.0,Keep Current Strategy,249.0,3.0,875.88,2.0,3.0,3.0,,114.88647517751406,0.13457034760513092,0.4108031045940958,Time Since Last Order,Review Sentiment
U002863,0.034074999999999966,0.0,VVIP Loyal High-Value Customer,7.0,4.0,Keep Current Strategy,51.0,4.0,2867.41,5.0,5.0,4.0,37.1,144.1694760741309,0.19595893826656854,0.5646610511643787,Cart Add Intensity,Time Since Last Order
U002864,0.0,0.0,General Potential Customer,6.0,2.0,Keep Current Strategy,151.0,1.0,472.81,3.0,2.0,1.0,158.3075,76.46340578112572,0.05402060861292918,0.23592598296908354,Purchase Frequency,Review Sentiment
U002865,0.4201,0.0,General Potential Customer,14.0,1.0,Keep Current Strategy,551.0,1.0,14.84,1.0,1.0,1.0,20.0475,197.55605867770544,0.3078780369216011,0.8008795313028146,Browsing Engagement,Cart Add Intensity
U002866,0.023799999999999988,1.0,General Potential Customer,7.0,3.0,Keep Current Strategy,163.0,2.0,255.97,3.0,2.0,2.0,66.7325,159.0610621771989,0.2271775106665855,0.6400948028373505,Review Sentiment,Time Since Last Order
U002867,0.20433333333333334,1.0,General Potential Customer,11.0,0.0,Keep Current Strategy,492.0,1.0,313.75,1.0,2.0,1.0,115.2525,222.15142337386874,0.3594395138628521,0.871375775279951,Review Sentiment,Cart Add Intensity
U002868,0.276875,0.0,Dormant High-Value Customer,7.0,0.0,Keep Current Strategy,295.0,3.0,4004.4700000000003,2.0,5.0,3.0,,162.23666386215774,0.2338348103275719,0.6554522346007403,Review Sentiment,Purchase Frequency
U002869,0.0,0.0,General Potential Customer,3.0,0.0,Keep Current Strategy,160.0,1.0,329.39,3.0,2.0,1.0,,58.80959774780755,0.017011341741712552,0.17517646776912135,Purchase Frequency,Review Sentiment
